Epoch,Before Cost,After Cost
"[131, 157069.28289794922, 150225.0015258789]"
"[132, 159384.24041748047, 151301.63052368164]"
"[133, 152915.3839111328, 145973.26824951172]"
"[134, 158363.10675048828, 151332.13513183594]"
"[135, 156181.5697631836, 148975.26055908203]"
"[136, 163453.3812866211, 156375.92669677734]"
"[137, 164559.32684326172, 157565.47018432617]"
"[138, 158131.783203125, 150996.46228027344]"
"[139, 153831.2117919922, 146085.6192626953]"
"[140, 161595.1573486328, 154048.21014404297]"
"[141, 161613.45056152344, 153882.78283691406]"
"[142, 153999.26080322266, 146682.54135131836]"
"[143, 160059.9700012207, 152513.2022705078]"
"[144, 160623.16943359375, 152737.79711914062]"
"[145, 158832.98016357422, 150288.5557861328]"
"[146, 159969.7407836914, 152390.6602783203]"
"[147, 155762.6344909668, 148267.01342773438]"
"[148, 163416.41857910156, 156575.49700927734]"
"[149, 157152.75762939453, 149492.64532470703]"
"[150, 155275.74923706055, 147396.04608154297]"
"[151, 162170.01873779297, 154048.70489501953]"
"[152, 160123.65740966797, 152811.50775146484]"
"[153, 152213.51385498047, 145030.66497802734]"
"[154, 156471.26763916016, 148662.52319335938]"
"[155, 157698.52737426758, 150582.79013061523]"
"[156, 162612.2078857422, 155333.52734375]"
"[157, 156378.71389770508, 149014.25534057617]"
"[158, 162258.61322021484, 154143.41244506836]"
"[159, 153471.17443847656, 145704.79998779297]"
"[160, 155414.41845703125, 148873.10516357422]"
"[161, 158262.61151123047, 150971.2694091797]"
"[162, 155614.73364257812, 148409.51690673828]"
"[163, 152597.14587402344, 145666.52783203125]"
"[164, 164331.18334960938, 156301.4122314453]"
"[165, 158687.97344970703, 151581.66876220703]"
"[166, 153767.17572021484, 145847.38864135742]"
"[167, 156208.4914855957, 148962.43493652344]"
"[168, 157741.6951904297, 150260.09405517578]"
"[169, 154725.68853759766, 148060.06518554688]"
"[170, 153801.3885498047, 148140.97100830078]"
"[171, 155003.05743408203, 147070.67581176758]"
"[172, 152319.99395751953, 146120.91693115234]"
"[173, 161246.76568603516, 154051.07049560547]"
"[174, 155804.2305908203, 148685.16033935547]"
"[175, 158146.05615234375, 150723.94592285156]"
"[176, 160234.17303466797, 152735.40753173828]"
"[177, 157729.91833496094, 150712.44311523438]"
"[178, 157418.03680419922, 150314.72235107422]"
"[179, 161966.64453125, 154185.8735961914]"
"[180, 159402.6372680664, 152019.46875]"
"[181, 162476.06610107422, 155120.09771728516]"
"[182, 157256.99188232422, 149895.77697753906]"
"[183, 153682.52026367188, 146694.9898071289]"
"[184, 157838.60638427734, 150500.77862548828]"
"[185, 155515.1759033203, 148514.8521118164]"
"[186, 158653.08514404297, 150931.93936157227]"
"[187, 158780.11102294922, 152155.07354736328]"
"[188, 154357.3380126953, 146892.77313232422]"
"[189, 163745.8051147461, 156415.21746826172]"
"[190, 158472.36657714844, 150833.09127807617]"
"[191, 163954.26904296875, 156950.02197265625]"
"[192, 155307.8173828125, 147786.19891357422]"
"[193, 159805.35961914062, 152259.65014648438]"
"[194, 157914.5333251953, 150425.62030029297]"
"[195, 159509.25842285156, 152105.9194946289]"
"[196, 158839.53814697266, 152055.20483398438]"
"[197, 164057.65618896484, 156461.43786621094]"
"[198, 159218.54553222656, 152186.82830810547]"
"[199, 158681.19970703125, 151074.7250366211]"
"[200, 156670.39453125, 148528.69799804688]"
"[201, 160975.04327392578, 153447.85180664062]"
"[202, 155151.18243408203, 148069.59606933594]"
"[203, 155402.98175048828, 148823.01824951172]"
"[204, 159033.92572021484, 151181.95806884766]"
"[205, 166030.60272216797, 158605.50357055664]"
"[206, 160534.70867919922, 152696.3314819336]"
"[207, 162326.28875732422, 155200.6405029297]"
"[208, 164092.30688476562, 155797.21270751953]"
"[209, 157855.53411865234, 150865.90887451172]"
"[210, 160159.0177001953, 152884.14813232422]"
"[211, 159461.1697998047, 151479.38452148438]"
"[212, 160659.88549804688, 153369.96490478516]"
"[213, 157765.3701171875, 149833.91400146484]"
"[214, 161331.16137695312, 154819.7716064453]"
"[215, 166032.4951171875, 159073.5726928711]"
"[216, 151511.27600097656, 144325.11785888672]"
"[217, 164243.75006103516, 156197.984375]"
"[218, 162836.18661499023, 155521.68215942383]"
"[219, 154959.41955566406, 147705.0567626953]"
"[220, 155141.6552734375, 147447.80166625977]"
"[221, 163545.84497070312, 155470.13641357422]"
"[222, 161407.50482177734, 153773.5447998047]"
"[223, 163297.23992919922, 155292.65802001953]"
"[224, 160448.61529541016, 153542.70208740234]"
"[225, 164001.39086914062, 156171.21041870117]"
"[226, 156583.7876586914, 148888.1728515625]"
"[227, 161384.3480834961, 153574.3546447754]"
"[228, 158854.61682128906, 151171.4112548828]"
"[229, 156824.69018554688, 149580.34729003906]"
"[230, 159875.39505004883, 153663.69143676758]"
"[231, 166200.98944091797, 159104.93194580078]"
"[232, 154795.68005371094, 147806.58563232422]"
"[233, 151300.5791015625, 143932.73861694336]"
"[234, 158907.34350585938, 152041.46670532227]"
"[235, 158315.22888183594, 150621.65649414062]"
"[236, 159317.07940673828, 151900.95727539062]"
"[237, 158919.9806213379, 151328.62145996094]"
"[238, 154156.22784423828, 146954.1396484375]"
"[239, 153993.8419189453, 146493.30114746094]"
"[240, 163434.35809326172, 155888.47442626953]"
"[241, 155402.6767578125, 147798.44372558594]"
"[242, 156530.01013183594, 148848.83462524414]"
"[243, 163291.82836914062, 155065.09259033203]"
"[244, 155275.64721679688, 148277.51522827148]"
"[245, 160201.21166992188, 153727.48974609375]"
"[246, 161720.6361694336, 154506.80792236328]"
"[247, 156142.19207763672, 148582.64422607422]"
"[248, 159235.8214111328, 151533.61791992188]"
"[249, 162743.3978881836, 155165.1430053711]"
"[250, 162439.64477539062, 155535.58856201172]"
"[251, 159395.78680419922, 151954.16793823242]"
"[252, 165700.74975585938, 157378.56665039062]"
"[253, 148223.2862548828, 141126.7706604004]"
"[254, 163113.8134765625, 155965.69110107422]"
"[255, 160931.9803466797, 153328.61352539062]"
"[256, 154336.33477783203, 147327.41094970703]"
"[257, 161803.10723876953, 153972.95413208008]"
"[258, 148584.9979248047, 141415.2346496582]"
"[259, 164815.25146484375, 157619.94143676758]"
"[260, 151041.41693115234, 143556.5987854004]"
"[261, 159297.38745117188, 151991.81115722656]"
"[262, 154674.91302490234, 147123.34741210938]"
"[263, 162530.81640625, 155056.61373901367]"
"[264, 162646.3823852539, 154975.33865356445]"
"[265, 153746.91674804688, 146360.10614013672]"
"[266, 156867.6866455078, 149184.28338623047]"
"[267, 157764.47497558594, 150694.88446044922]"
"[268, 158702.05297851562, 151209.09649658203]"
"[269, 159259.0278930664, 151239.92309570312]"
"[270, 160866.2045288086, 153631.3995361328]"
"[271, 153375.93200683594, 144921.35452270508]"
"[272, 163943.93389892578, 156553.31732177734]"
"[273, 151029.35900878906, 142653.66708374023]"
"[274, 157777.4835205078, 150272.73016357422]"
"[275, 156882.04669189453, 149534.02508544922]"
"[276, 156815.09051513672, 149837.96069335938]"
"[277, 157899.80841064453, 150443.1065673828]"
"[278, 159663.84912109375, 152284.55096435547]"
"[279, 157026.90008544922, 149660.91961669922]"
"[280, 154804.82064819336, 148173.73052978516]"
"[281, 162599.4536743164, 154974.95928955078]"
"[282, 161341.8904724121, 154041.17672729492]"
"[283, 156122.9375, 148031.42584228516]"
"[284, 161486.51794433594, 154508.1131591797]"
"[285, 159956.53161621094, 152852.15338134766]"
"[286, 156624.73901367188, 149318.83016967773]"
"[287, 160305.8553466797, 153005.83380126953]"
"[288, 154954.4204711914, 147617.38409423828]"
"[289, 156760.55395507812, 149964.20471191406]"
"[290, 160111.7228088379, 152061.51531982422]"
"[291, 153539.46697998047, 146726.54718017578]"
"[292, 158036.5509033203, 150053.0305480957]"
"[293, 154286.1900024414, 147014.88970947266]"
"[294, 153823.6502685547, 147023.5980834961]"
"[295, 160238.61157226562, 153117.33584594727]"
"[296, 173580.15728759766, 166097.6810913086]"
"[297, 156036.51208496094, 148436.15460205078]"
"[298, 160882.15533447266, 153725.7319946289]"
"[299, 163265.8184814453, 155550.49780273438]"
"[300, 160859.82196044922, 153934.03442382812]"
"[301, 156221.1700744629, 150058.19290161133]"
"[302, 162168.95083618164, 155045.70446777344]"
"[303, 157352.82681274414, 149814.24002075195]"
"[304, 160350.65795898438, 152091.26565551758]"
"[305, 158805.3023071289, 151597.09768676758]"
"[306, 163700.98077392578, 155698.02337646484]"
"[307, 155300.71697998047, 147149.3833618164]"
"[308, 159489.4116821289, 151914.50524902344]"
"[309, 151378.826171875, 144222.6768798828]"
"[310, 150148.4385986328, 142411.9476928711]"
"[311, 160047.0984802246, 152487.22213745117]"
"[312, 151763.72674560547, 144435.15420532227]"
"[313, 160991.9471435547, 153655.2547607422]"
"[314, 154309.86492919922, 147216.19299316406]"
"[315, 157990.63763427734, 150632.19903564453]"
"[316, 155611.94500732422, 148728.7048034668]"
"[317, 154343.7139892578, 145945.85479736328]"
"[318, 158082.08016967773, 150932.57485961914]"
"[319, 162854.54559326172, 154321.0294189453]"
"[320, 157890.58959960938, 150792.72326660156]"
"[321, 154434.1812133789, 146802.9473876953]"
"[322, 152010.3458251953, 145061.21182250977]"
"[323, 161078.41918945312, 152739.69207763672]"
"[324, 151767.63940429688, 144488.50692749023]"
"[325, 154849.66564941406, 147448.2413330078]"
"[326, 161544.14727783203, 153291.24462890625]"
"[327, 155603.54486083984, 148894.16766357422]"
"[328, 155702.5775756836, 148422.23370361328]"
"[329, 159254.4907836914, 152636.16052246094]"
"[330, 149294.68865966797, 142546.82711791992]"
"[331, 156006.1923828125, 148435.7950439453]"
"[332, 161921.6329345703, 154979.2928466797]"
"[333, 154556.890625, 147304.11096191406]"
"[334, 167011.71405029297, 159843.0151977539]"
"[335, 162746.21997070312, 155542.37283325195]"
"[336, 160735.1875, 153796.9337158203]"
"[337, 160215.87561035156, 152489.09924316406]"
"[338, 156099.5366821289, 148165.85977172852]"
"[339, 157013.2550048828, 149427.65606689453]"
"[340, 159343.67248535156, 150774.21612548828]"
"[341, 160616.5771484375, 152489.4047241211]"
"[342, 156381.63507080078, 148515.66610717773]"
"[343, 156675.8963623047, 148887.4428100586]"
"[344, 157392.97900390625, 150189.33813476562]"
"[345, 152322.36743164062, 144951.61297607422]"
"[346, 158544.58294677734, 151150.04473876953]"
"[347, 161880.30560302734, 154794.5362548828]"
"[348, 161583.04168701172, 154036.30334472656]"
"[349, 161854.8896484375, 153247.18914794922]"
"[350, 163022.7723388672, 156499.22229003906]"
"[351, 156740.74633789062, 149672.01751708984]"
"[352, 159718.04583740234, 152088.14321899414]"
"[353, 154005.3494873047, 146699.90826416016]"
"[354, 156636.28143310547, 148954.72009277344]"
"[355, 153248.95709228516, 144406.93258666992]"
"[356, 158426.08123779297, 151286.80856323242]"
"[357, 160773.10369873047, 152842.42224121094]"
"[358, 158294.97650146484, 150406.0870361328]"
"[359, 166316.5580444336, 158772.79724121094]"
"[360, 158068.25799560547, 151319.57025146484]"
"[361, 157871.2537841797, 150495.38989257812]"
"[362, 158030.8721923828, 150638.92999267578]"
"[363, 160351.28186035156, 152173.17837524414]"
"[364, 161049.41705322266, 153355.2664489746]"
"[365, 162966.05889892578, 154890.94366455078]"
"[366, 152901.64379882812, 145465.73681640625]"
"[367, 154423.3173828125, 147481.23693847656]"
"[368, 155765.47705078125, 148028.16339111328]"
"[369, 162059.56481933594, 155404.0665283203]"
"[370, 151775.4317626953, 144267.72052001953]"
"[371, 158245.07318115234, 150726.77099609375]"
"[372, 155920.8804321289, 148484.93426513672]"
"[373, 153170.99951171875, 145794.34106445312]"
"[374, 158480.09539794922, 150236.48733520508]"
"[375, 157993.80462646484, 150204.38943481445]"
"[376, 159581.83575439453, 151609.86798095703]"
"[377, 157024.5155029297, 149549.25463867188]"
"[378, 162941.82012939453, 155023.65740966797]"
"[379, 158777.16943359375, 151709.33261108398]"
"[380, 155397.00848388672, 148553.6089477539]"
"[381, 159431.2939453125, 152102.95764160156]"
"[382, 155616.76525878906, 148805.98950195312]"
"[383, 159363.24560546875, 152230.06115722656]"
"[384, 155968.92993164062, 148123.5288696289]"
"[385, 156383.44165039062, 149207.3671875]"
"[386, 158016.6583251953, 150619.21551513672]"
"[387, 163589.84576416016, 155622.06033325195]"
"[388, 165929.69970703125, 158948.19201660156]"
"[389, 159670.00146484375, 152242.41021728516]"
"[390, 164195.28521728516, 156452.841796875]"
"[391, 159622.24932861328, 151945.8038330078]"
"[392, 156670.99542236328, 149650.09378051758]"
"[393, 158090.71893310547, 150301.6791381836]"
"[394, 154691.95709228516, 147559.60104370117]"
"[395, 157533.1329345703, 150261.8109741211]"
"[396, 154721.71383666992, 147929.02096557617]"
"[397, 166447.39727783203, 159418.00567626953]"
"[398, 160335.99340820312, 152327.06845092773]"
"[399, 157704.9379272461, 150525.85815429688]"
"[400, 157010.30395507812, 150446.99267578125]"
"[401, 164598.5372314453, 156725.38751220703]"
"[402, 157446.97271728516, 149804.10498046875]"
"[403, 163330.23828125, 155657.14935302734]"
"[404, 157459.32720947266, 150115.86712646484]"
"[405, 157930.53253173828, 150665.8635559082]"
"[406, 159975.0096435547, 151928.8627319336]"
"[407, 167153.41735839844, 159953.04376220703]"
"[408, 158578.96356201172, 151143.8583984375]"
"[409, 154853.2371826172, 148119.57373046875]"
"[410, 157183.61950683594, 149575.4405517578]"
"[411, 162231.28424072266, 154835.31771850586]"
"[412, 156574.59991455078, 148730.86334228516]"
"[413, 151354.3458251953, 144221.6939086914]"
"[414, 153440.41897583008, 146432.1551513672]"
"[415, 161431.95666503906, 154035.1474609375]"
"[416, 160823.95056152344, 153596.1746826172]"
"[417, 157729.55438232422, 149789.89208984375]"
"[418, 162487.54125976562, 155056.5379638672]"
"[419, 157162.20178222656, 149946.19229125977]"
"[420, 156941.6484375, 150039.64825439453]"
"[421, 161860.71661376953, 154728.2156982422]"
"[422, 155475.3272705078, 147818.31982421875]"
"[423, 165386.67584228516, 157789.43048095703]"
"[424, 156382.7275390625, 148670.96557617188]"
"[425, 149869.94955444336, 142138.25036621094]"
"[426, 160163.33251953125, 152528.4769897461]"
"[427, 159327.1495361328, 152403.00170898438]"
"[428, 158865.58349609375, 151464.4732055664]"
"[429, 162796.11163330078, 155501.73400878906]"
"[430, 159877.27825927734, 154077.82080078125]"
"[431, 161176.09063720703, 154074.71478271484]"
"[432, 159546.42797851562, 152621.47119140625]"
"[433, 150642.08227539062, 143353.29681396484]"
"[434, 156987.83990478516, 149265.60833740234]"
"[435, 161043.53582763672, 153678.2023010254]"
"[436, 150727.79132080078, 143022.40182495117]"
"[437, 159690.5500793457, 151772.8992614746]"
"[438, 155349.97918701172, 147871.2261352539]"
"[439, 159913.57806396484, 152395.27893066406]"
"[440, 154742.0258178711, 147225.12658691406]"
"[441, 154565.15185546875, 146568.3748474121]"
"[442, 155393.74493408203, 148899.390625]"
"[443, 159637.90966796875, 152987.3807373047]"
"[444, 155646.51458740234, 148833.6325378418]"
"[445, 158522.9288330078, 149968.86596679688]"
"[446, 160160.0050048828, 153323.89282226562]"
"[447, 156331.2201538086, 148531.74075317383]"
"[448, 156751.72302246094, 149312.14031982422]"
"[449, 160106.3768310547, 152066.8349609375]"
"[450, 162926.40716552734, 155247.16302490234]"
"[451, 155403.05950927734, 148026.85430908203]"
"[452, 158015.77578735352, 150777.70330810547]"
"[453, 160624.30694580078, 152903.8175048828]"
"[454, 152043.51525878906, 144376.3102722168]"
"[455, 160626.59735107422, 153594.1519165039]"
"[456, 158687.56112670898, 150857.13403320312]"
"[457, 154843.09271240234, 147398.55145263672]"
"[458, 161286.43780517578, 153894.66369628906]"
"[459, 162799.65850830078, 155072.5235595703]"
"[460, 159139.4151611328, 151842.2886352539]"
"[461, 156980.56256103516, 148648.48376464844]"
"[462, 165531.5307006836, 158189.96966552734]"
"[463, 166163.05487060547, 158711.23693847656]"
"[464, 160950.62762451172, 153104.67352294922]"
"[465, 161769.72479248047, 154248.22509765625]"
"[466, 156701.21063232422, 148928.82205200195]"
"[467, 160105.72424316406, 151907.3232421875]"
"[468, 155625.14190673828, 148827.33038330078]"
"[469, 160957.23748779297, 153962.48516845703]"
"[470, 151679.11303710938, 144865.291015625]"
"[471, 155613.96588134766, 149233.64569091797]"
"[472, 158564.57189941406, 151581.46731567383]"
"[473, 151675.73376464844, 144191.7900390625]"
"[474, 164319.96252441406, 157263.12030029297]"
"[475, 163071.10083007812, 155198.33630371094]"
"[476, 156544.72833251953, 149257.84564208984]"
"[477, 155832.31036376953, 147740.93170166016]"
"[478, 155834.7724609375, 149323.0419921875]"
"[479, 160148.33569335938, 152259.36456298828]"
"[480, 158832.50607299805, 151158.97802734375]"
"[481, 154468.36907958984, 147550.6911315918]"
"[482, 157375.68139648438, 150307.72662353516]"
"[483, 160907.78857421875, 153704.1201171875]"
"[484, 165011.07528686523, 157495.15533447266]"
"[485, 157148.01788330078, 149998.95599365234]"
"[486, 164735.25952148438, 157959.47424316406]"
"[487, 156523.84814453125, 148998.33532714844]"
"[488, 157260.3592529297, 150287.07781982422]"
"[489, 164475.02600097656, 157290.20739746094]"
"[490, 158944.7886352539, 152085.66549682617]"
"[491, 162174.1192626953, 154469.20880126953]"
"[492, 158839.41143798828, 150864.47467041016]"
"[493, 157521.0352783203, 150228.44305419922]"
"[494, 161939.49267578125, 154951.7805480957]"
"[495, 162682.17114257812, 155260.40048217773]"
"[496, 164226.5450439453, 156738.91452026367]"
"[497, 160948.0908203125, 152734.76696777344]"
"[498, 160078.93975830078, 152464.4751586914]"
"[499, 156217.3126220703, 148484.00228881836]"
"[500, 161968.65106201172, 154712.5565185547]"
"[501, 157895.79949951172, 150848.59857177734]"
"[502, 152571.44158935547, 145482.58044433594]"
"[503, 154779.35150146484, 147148.5506591797]"
"[504, 157437.5751953125, 151188.9409790039]"
"[505, 156178.55834960938, 148942.04623413086]"
"[506, 155751.47247314453, 147993.84432983398]"
"[507, 156574.4581604004, 149491.3451538086]"
"[508, 156720.02014160156, 150178.52514648438]"
"[509, 158609.02627563477, 150659.33575439453]"
"[510, 158995.66143798828, 152091.00750732422]"
"[511, 153876.84326171875, 147219.34838867188]"
"[512, 164181.318359375, 156559.90826416016]"
"[513, 163538.67108154297, 155448.7232055664]"
"[514, 164137.16387939453, 155994.77221679688]"
"[515, 154828.83203125, 148081.92196655273]"
"[516, 157443.34307861328, 150376.31762695312]"
"[517, 156414.24755859375, 148783.4901123047]"
"[518, 151065.10125732422, 145041.2883605957]"
"[519, 159512.17120361328, 152505.65234375]"
"[520, 161918.40606689453, 155055.38275146484]"
"[521, 154511.8651123047, 146610.51904296875]"
"[522, 153350.4702758789, 146565.13305664062]"
"[523, 157654.13214111328, 149791.66345214844]"
"[524, 151776.58758544922, 144673.7518310547]"
"[525, 150594.87463378906, 143383.31134033203]"
"[526, 156538.23809814453, 149660.30865478516]"
"[527, 157816.28979492188, 151604.82873535156]"
"[528, 154865.66387939453, 147783.66961669922]"
"[529, 156163.07104492188, 148098.53826904297]"
"[530, 157232.5782470703, 149853.84826660156]"
"[531, 155688.82189941406, 148994.2196044922]"
"[532, 159142.1358642578, 151665.5361328125]"
"[533, 154587.4337158203, 147501.13247680664]"
"[534, 161184.34692382812, 154349.28259277344]"
"[535, 162316.98663330078, 154080.27557373047]"
"[536, 165435.12475585938, 157767.67364501953]"
"[537, 164429.05340576172, 156462.37606811523]"
"[538, 162272.50482177734, 155140.97814941406]"
"[539, 157635.91778564453, 150132.84014892578]"
"[540, 158814.07708740234, 152532.9048461914]"
"[541, 157130.5658569336, 149593.5841064453]"
"[542, 158724.9848022461, 151339.09036254883]"
"[543, 157714.28161621094, 150513.77990722656]"
"[544, 163544.52935791016, 156150.7748413086]"
"[545, 156676.7469482422, 149562.25231933594]"
"[546, 158586.45025634766, 150814.2036743164]"
"[547, 155125.66815185547, 147574.9935913086]"
"[548, 153413.9873046875, 146278.57543945312]"
"[549, 156858.2745361328, 149104.2767944336]"
"[550, 157049.06854248047, 149528.96856689453]"
"[551, 163812.90338134766, 156396.6795654297]"
"[552, 157475.62939453125, 150013.98626708984]"
"[553, 157966.31225585938, 150614.48150634766]"
"[554, 153548.4298400879, 146167.10049438477]"
"[555, 153189.5473022461, 146715.6802368164]"
"[556, 163234.98779296875, 156807.54370117188]"
"[557, 156721.49850463867, 150170.43267822266]"
"[558, 153701.45108032227, 146165.1061706543]"
"[559, 163115.0986328125, 156479.28155517578]"
"[560, 157261.6326904297, 149972.31799316406]"
"[561, 164937.89672851562, 157529.54718017578]"
"[562, 155180.54104614258, 147981.72756958008]"
"[563, 163332.80615234375, 155771.1831665039]"
"[564, 163172.30236816406, 156179.41259765625]"
"[565, 153061.08862304688, 145985.6284790039]"
"[566, 159421.56787109375, 151139.36422729492]"
"[567, 157189.35736083984, 149168.22735595703]"
"[568, 155310.1845703125, 147682.9962158203]"
"[569, 158358.5639038086, 151457.37731933594]"
"[570, 156173.9483642578, 149277.32077026367]"
"[571, 155091.38134765625, 147777.9393005371]"
"[572, 162245.96801757812, 154376.97705078125]"
"[573, 162387.33172607422, 155259.51190185547]"
"[574, 156821.5701904297, 150116.92315673828]"
"[575, 158984.52893066406, 151679.94299316406]"
"[576, 158619.99798583984, 150811.88143920898]"
"[577, 161132.7631225586, 154263.22717285156]"
"[578, 156570.31469726562, 149682.70819091797]"
"[579, 159562.15447998047, 152387.5118713379]"
"[580, 160211.70080566406, 153304.66772460938]"
"[581, 160405.85577392578, 153443.29415893555]"
"[582, 157781.4503173828, 150510.4828491211]"
