Epoch,Before Cost,After Cost
"[135, 174771.51611328125, 152979.72509765625]"
"[136, 171607.3369140625, 149736.65838623047]"
"[137, 175004.65203857422, 152248.57244873047]"
"[138, 180731.12377929688, 157735.03359985352]"
"[139, 181340.8104248047, 158558.43627929688]"
"[140, 179680.16943359375, 157355.23712158203]"
"[141, 167655.66473388672, 146080.8967590332]"
"[142, 176383.24139404297, 154036.35516357422]"
"[143, 169763.60125732422, 147839.34353637695]"
"[144, 179614.04760742188, 155705.23892211914]"
"[145, 180126.19873046875, 157235.9624633789]"
"[146, 173163.61401367188, 150615.07012939453]"
"[147, 178659.912109375, 155265.58612060547]"
"[148, 179286.0546875, 153637.0580444336]"
"[149, 184242.0103149414, 161899.8427734375]"
"[150, 171254.09173583984, 148644.19555664062]"
"[151, 180934.7410888672, 157851.93646240234]"
"[152, 173830.58471679688, 151300.48477172852]"
"[153, 163521.84893798828, 141250.54302978516]"
"[154, 170360.8843383789, 147457.26171875]"
"[155, 176118.80242919922, 153518.4921875]"
"[156, 176430.12927246094, 154162.23468017578]"
"[157, 184746.13916015625, 161909.36163330078]"
"[158, 176776.32098388672, 153867.01849365234]"
"[159, 177907.29119873047, 155096.29711914062]"
"[160, 176455.03588867188, 154630.52905273438]"
"[161, 180974.55529785156, 158666.82843017578]"
"[162, 177909.1563720703, 155724.3842163086]"
"[163, 181125.63208007812, 159388.7547302246]"
"[164, 180207.3828125, 157162.87161254883]"
"[165, 177584.02575683594, 153416.3071899414]"
"[166, 177305.45574951172, 155902.5892944336]"
"[167, 180233.21697998047, 156532.67840576172]"
"[168, 178293.78924560547, 155209.60815429688]"
"[169, 181262.4718017578, 157213.41497802734]"
"[170, 172055.2353515625, 149223.95263671875]"
"[171, 177209.75091552734, 155070.97338867188]"
"[172, 167861.76007080078, 144905.53900146484]"
"[173, 180120.3770751953, 155011.36541748047]"
"[174, 171002.61499023438, 148844.79956054688]"
"[175, 184076.61920166016, 161521.17013549805]"
"[176, 171977.02795410156, 148107.9158630371]"
"[177, 176911.64904785156, 154204.2735900879]"
"[178, 171381.2899169922, 149329.0078125]"
"[179, 176015.56958007812, 153881.40228271484]"
"[180, 179729.04000854492, 155984.1993408203]"
"[181, 167145.20849609375, 144759.7490234375]"
"[182, 173441.2808227539, 151278.1586303711]"
"[183, 171384.29541015625, 149819.44854736328]"
"[184, 177386.58715820312, 152784.0789794922]"
"[185, 175469.98614501953, 154030.84008789062]"
"[186, 183897.9404296875, 160527.57415771484]"
"[187, 176461.67156982422, 154600.04260253906]"
"[188, 171281.70233154297, 148481.6632385254]"
"[189, 178016.17474365234, 154902.26391601562]"
"[190, 175318.73376464844, 152862.78872680664]"
"[191, 169692.77563476562, 145830.1025390625]"
"[192, 175545.439453125, 151521.9405517578]"
"[193, 171218.64575195312, 149063.86157226562]"
"[194, 178900.5869140625, 155811.10488891602]"
"[195, 179229.39581298828, 155582.78704833984]"
"[196, 176823.26104736328, 153000.29217529297]"
"[197, 177598.43096923828, 154729.90173339844]"
"[198, 170902.93719482422, 146896.17892456055]"
"[199, 176010.21112060547, 154825.31072998047]"
"[200, 175055.75537109375, 150988.47457885742]"
"[201, 169358.55920410156, 147412.861328125]"
"[202, 170753.8240966797, 148695.91485595703]"
"[203, 172639.03228759766, 150737.86877441406]"
"[204, 176214.83068847656, 154622.81427001953]"
"[205, 180265.9248046875, 157201.1674194336]"
"[206, 171315.5137939453, 147585.18865966797]"
"[207, 181451.27026367188, 158274.2647705078]"
"[208, 174325.0034790039, 151861.07733154297]"
"[209, 176360.22772216797, 154094.48751831055]"
"[210, 176348.72247314453, 153937.384765625]"
"[211, 174396.6104736328, 152464.5430908203]"
"[212, 181111.44805908203, 156828.57037353516]"
"[213, 169622.51763916016, 147973.1502685547]"
"[214, 180786.71362304688, 155492.1792602539]"
"[215, 172934.4330444336, 151110.0107421875]"
"[216, 176839.31439208984, 154718.70217895508]"
"[217, 177204.29901123047, 153108.99185180664]"
"[218, 176728.76721191406, 154279.23114013672]"
"[219, 172506.48791503906, 149710.54412841797]"
"[220, 171783.2700805664, 149239.09686279297]"
"[221, 181995.58428955078, 158602.75024414062]"
"[222, 180156.73419189453, 157378.90325927734]"
"[223, 183425.04315185547, 161366.8182373047]"
"[224, 173354.25872802734, 152372.88580322266]"
"[225, 172941.91369628906, 149209.27166748047]"
"[226, 186414.7025756836, 162099.21740722656]"
"[227, 175527.05688476562, 154626.14212036133]"
"[228, 180826.9224243164, 155658.27700805664]"
"[229, 175693.9609375, 153895.76211547852]"
"[230, 178246.71307373047, 154136.0414428711]"
"[231, 171382.75323486328, 147672.79202270508]"
"[232, 171639.22833251953, 148069.07025146484]"
"[233, 172065.4126586914, 150134.42990112305]"
"[234, 176149.44891357422, 153291.12475585938]"
"[235, 183922.4711303711, 160663.7935180664]"
"[236, 171125.9906616211, 148717.1505126953]"
"[237, 176277.02709960938, 153810.61526489258]"
"[238, 176120.51525878906, 152883.05303955078]"
"[239, 177773.17572021484, 154590.65225219727]"
"[240, 176397.7085571289, 154192.73016357422]"
"[241, 168174.05822753906, 146682.04327392578]"
"[242, 172923.03436279297, 150269.8690185547]"
"[243, 167760.70318603516, 145098.9047241211]"
"[244, 173216.8355102539, 149780.4140625]"
"[245, 172545.04718017578, 147594.83715820312]"
"[246, 179066.39471435547, 157020.37982177734]"
"[247, 170686.57598876953, 148270.6639404297]"
"[248, 183172.3198852539, 160066.8194580078]"
"[249, 174354.6616821289, 153818.63647460938]"
"[250, 172375.63317871094, 149649.5365600586]"
"[251, 175063.82543945312, 153114.57049560547]"
"[252, 179513.7017211914, 156217.72903442383]"
"[253, 180814.45776367188, 155222.87670898438]"
"[254, 177276.91345214844, 154145.921875]"
"[255, 172756.51641845703, 150710.98077392578]"
"[256, 173941.11853027344, 151980.70153808594]"
"[257, 177723.16217041016, 153350.13876342773]"
"[258, 171887.54656982422, 147406.92907714844]"
"[259, 184056.4027709961, 160023.29919433594]"
"[260, 170963.98474121094, 149277.44830322266]"
"[261, 176440.46643066406, 152479.26007080078]"
"[262, 179189.8833618164, 155987.79739379883]"
"[263, 178467.6410522461, 155655.51712036133]"
"[264, 165332.189453125, 142923.4836730957]"
"[265, 175883.97882080078, 151901.11889648438]"
"[266, 174792.8017578125, 150729.3976135254]"
"[267, 174439.50128173828, 150309.95208740234]"
"[268, 182530.02020263672, 158216.0128173828]"
"[269, 179016.00158691406, 155389.14178466797]"
"[270, 177904.93359375, 153836.96075439453]"
"[271, 180644.8892211914, 156022.21139526367]"
"[272, 178176.50036621094, 154863.0014038086]"
"[273, 177643.49084472656, 153509.07611083984]"
"[274, 173952.47875976562, 151457.20678710938]"
"[275, 175763.34509277344, 153279.04205322266]"
"[276, 174012.77124023438, 149994.53393554688]"
"[277, 169756.54321289062, 146864.93377685547]"
"[278, 166540.02960205078, 143599.1849975586]"
"[279, 167232.16174316406, 143711.64385986328]"
"[280, 173477.95043945312, 149867.43200683594]"
"[281, 177257.30236816406, 153241.36596679688]"
"[282, 176194.9302368164, 153213.93981933594]"
"[283, 174600.0101928711, 152384.5873413086]"
"[284, 172247.1495361328, 150358.30310058594]"
"[285, 174645.07342529297, 152531.52319335938]"
"[286, 173442.7998046875, 149533.71728515625]"
"[287, 175169.02270507812, 151794.11456298828]"
"[288, 176598.55841064453, 153576.06213378906]"
"[289, 173600.8383178711, 151685.49853515625]"
"[290, 176897.42614746094, 154158.98126220703]"
"[291, 176736.73040771484, 155380.4090576172]"
"[292, 178895.3480834961, 156344.76495361328]"
"[293, 181025.890625, 158344.6488647461]"
"[294, 184630.3262939453, 159911.33770751953]"
"[295, 170926.8734741211, 147933.0864868164]"
"[296, 171416.45361328125, 150200.90869140625]"
"[297, 172339.94366455078, 149174.10028076172]"
"[298, 173065.59228515625, 149714.51007080078]"
"[299, 172895.79681396484, 149251.55505371094]"
"[300, 170129.50463867188, 149138.8885498047]"
"[301, 178640.27856445312, 155586.84118652344]"
"[302, 169700.84393310547, 147785.89102172852]"
"[303, 183526.65533447266, 159902.92486572266]"
"[304, 175046.02490234375, 151915.5606689453]"
"[305, 182905.85443115234, 159113.48806762695]"
"[306, 182474.99633789062, 158177.4408569336]"
"[307, 187037.78857421875, 162083.13403320312]"
"[308, 170659.15478515625, 147260.68225097656]"
"[309, 170582.90545654297, 148586.74096679688]"
"[310, 175942.82244873047, 152898.40435791016]"
"[311, 177432.7548828125, 155295.77410888672]"
"[312, 164524.72619628906, 144285.8223876953]"
"[313, 175454.30548095703, 150799.0687866211]"
"[314, 176079.7947998047, 154100.39324951172]"
"[315, 180546.94091796875, 156969.3907470703]"
"[316, 175365.7318725586, 151426.25616455078]"
"[317, 170911.28833007812, 149690.28875732422]"
"[318, 168367.7979736328, 145090.01306152344]"
"[319, 175171.9716796875, 152671.2293701172]"
"[320, 175815.14935302734, 152937.39544677734]"
"[321, 176278.38830566406, 152939.4114074707]"
"[322, 174907.943359375, 150555.59765625]"
"[323, 182448.04595947266, 156972.66723632812]"
"[324, 171421.4389038086, 150071.45196533203]"
"[325, 169111.3358154297, 147896.4955444336]"
"[326, 177639.74224853516, 155463.38397216797]"
"[327, 174838.2505493164, 153237.9375]"
"[328, 170486.67071533203, 147262.45956420898]"
"[329, 172561.90576171875, 150157.17547607422]"
"[330, 179219.45916748047, 155785.00161743164]"
"[331, 180675.61712646484, 157172.09405517578]"
"[332, 176395.3680419922, 152111.8599243164]"
"[333, 182217.99481201172, 156891.65844726562]"
"[334, 180008.4946899414, 156302.5155029297]"
"[335, 172981.75994873047, 149642.48400878906]"
"[336, 173841.82470703125, 151421.00759887695]"
"[337, 171783.72186279297, 148455.00677490234]"
"[338, 177936.4740600586, 154758.7964477539]"
"[339, 172455.11840820312, 150186.77111816406]"
"[340, 177458.83087158203, 153563.95916748047]"
"[341, 179193.99591064453, 155053.42803955078]"
"[342, 174735.58782958984, 152245.44232177734]"
"[343, 179972.70001220703, 157063.16821289062]"
"[344, 178611.13665771484, 156436.05169677734]"
"[345, 169388.94970703125, 147928.2537841797]"
"[346, 178938.78704833984, 156111.64294433594]"
"[347, 172213.28247070312, 148883.9932861328]"
"[348, 178754.37799072266, 154783.0672607422]"
"[349, 176904.0916748047, 154557.01989746094]"
"[350, 172479.0362548828, 150421.47747802734]"
"[351, 176337.29516601562, 153101.7012939453]"
"[352, 169501.28680419922, 148099.34762573242]"
"[353, 175259.5274658203, 150401.0474243164]"
"[354, 173115.01489257812, 149988.60137939453]"
"[355, 176141.0107421875, 153813.40838623047]"
"[356, 170918.1537475586, 148505.88165283203]"
"[357, 178665.87677001953, 155715.1821899414]"
"[358, 173420.8634033203, 149731.36938476562]"
"[359, 172417.05181884766, 149792.00659179688]"
"[360, 177888.46643066406, 154452.49157714844]"
"[361, 177030.48321533203, 154710.86517333984]"
"[362, 171746.63787841797, 148788.69357299805]"
"[363, 174131.8406982422, 150448.81805419922]"
"[364, 177111.32916259766, 153672.5096435547]"
"[365, 181217.44891357422, 160054.1978149414]"
"[366, 174796.0975341797, 150654.4888305664]"
"[367, 172083.56707763672, 149184.44201660156]"
"[368, 178928.75631713867, 155101.93099975586]"
"[369, 173312.94311523438, 150268.06146240234]"
"[370, 176492.13244628906, 154925.76727294922]"
"[371, 174591.53021240234, 152578.60299682617]"
"[372, 186388.20587158203, 160317.37603759766]"
"[373, 180665.3485107422, 158965.33883666992]"
"[374, 176375.83911132812, 153001.99255371094]"
"[375, 179033.1951904297, 154310.06774902344]"
"[376, 179804.203125, 156609.50415039062]"
"[377, 182584.91925048828, 158979.81634521484]"
"[378, 173592.13360595703, 150138.76373291016]"
"[379, 171647.17041015625, 148753.04876708984]"
"[380, 181045.91943359375, 156877.6046142578]"
"[381, 181602.29736328125, 156561.24407958984]"
"[382, 173789.85809326172, 151306.26272583008]"
"[383, 171382.51824951172, 149297.65185546875]"
"[384, 174945.33337402344, 151714.4545288086]"
"[385, 180130.74560546875, 156451.35095214844]"
"[386, 180056.59356689453, 157827.52276611328]"
"[387, 172310.8249206543, 148202.93649291992]"
"[388, 177744.5509033203, 154283.70770263672]"
"[389, 173093.3091430664, 150757.26342773438]"
"[390, 179328.5264892578, 156167.96002197266]"
"[391, 182295.8120727539, 158460.07794189453]"
"[392, 178985.1576538086, 155831.77252197266]"
"[393, 178664.50103759766, 155818.25720214844]"
"[394, 175378.0546875, 151604.2515258789]"
"[395, 179648.24420166016, 157158.56829833984]"
"[396, 169866.1668701172, 147408.9912109375]"
"[397, 172991.18939208984, 149601.59436035156]"
"[398, 167037.01428222656, 145081.78103637695]"
"[399, 172454.87426757812, 148659.85522460938]"
"[400, 175654.8787841797, 153585.7508544922]"
"[401, 175125.77124023438, 151135.26138305664]"
"[402, 182253.55206298828, 159323.75653076172]"
"[403, 178102.08575439453, 153438.34368896484]"
"[404, 179185.29095458984, 154356.68005371094]"
"[405, 173989.80725097656, 150821.1573486328]"
"[406, 178089.7647705078, 154903.09631347656]"
"[407, 187504.45349121094, 164152.80657958984]"
"[408, 177248.947265625, 153797.6611328125]"
"[409, 174013.07287597656, 149762.98223876953]"
"[410, 179445.60888671875, 155811.5596923828]"
"[411, 182957.53643798828, 158676.529296875]"
"[412, 167307.3734741211, 144446.90704345703]"
"[413, 171759.09356689453, 148487.71054077148]"
"[414, 171078.96160888672, 146818.541015625]"
"[415, 181692.4971923828, 158387.77154541016]"
"[416, 172765.57879638672, 147991.00762939453]"
"[417, 177627.61303710938, 152890.4031982422]"
"[418, 174578.86059570312, 150366.22326660156]"
"[419, 182228.17254638672, 157926.85809326172]"
"[420, 178969.06915283203, 156120.83013916016]"
"[421, 178078.61401367188, 154660.83984375]"
"[422, 172834.00622558594, 148395.62329101562]"
"[423, 181499.36962890625, 156872.72302246094]"
"[424, 171989.44903564453, 148221.4026184082]"
"[425, 172701.82427978516, 148154.6694946289]"
"[426, 179489.3221435547, 156754.4696044922]"
"[427, 172196.10583496094, 147581.44979858398]"
"[428, 179186.07635498047, 154943.2066040039]"
"[429, 173435.359375, 149311.14599609375]"
"[430, 179973.3016357422, 155645.39282226562]"
"[431, 177570.77703857422, 155759.38543701172]"
"[432, 177514.35473632812, 152576.38635253906]"
"[433, 176356.34936523438, 153928.04431152344]"
"[434, 174660.0760498047, 150783.55014038086]"
"[435, 174873.11712646484, 152306.4132385254]"
"[436, 176701.0528564453, 153035.84896850586]"
"[437, 178099.95574951172, 153330.49099731445]"
"[438, 181934.53717041016, 157244.14526367188]"
"[439, 179369.6141357422, 157651.25805664062]"
"[440, 179823.12103271484, 157373.09216308594]"
"[441, 181116.02117919922, 158671.37524414062]"
"[442, 166917.24365234375, 143348.2967529297]"
"[443, 174690.52374267578, 152264.02508544922]"
"[444, 170956.5701904297, 147591.06518554688]"
"[445, 179358.32550048828, 155870.4569091797]"
"[446, 179163.74182128906, 156077.84210205078]"
"[447, 174637.99822998047, 151921.19305419922]"
"[448, 184477.30670166016, 160218.119140625]"
"[449, 178204.7748413086, 154321.80895996094]"
"[450, 166225.2529296875, 145117.06814575195]"
"[451, 176135.6092529297, 152333.37017822266]"
"[452, 181323.02728271484, 157773.3201904297]"
"[453, 167425.37274169922, 146333.48150634766]"
"[454, 178387.9766845703, 153350.4487915039]"
"[455, 176151.19244384766, 152634.92929077148]"
"[456, 178189.82873535156, 154755.8562927246]"
"[457, 178509.33813476562, 155824.06173706055]"
"[458, 181436.00512695312, 157378.85473632812]"
"[459, 176475.70721435547, 151818.3240966797]"
"[460, 175408.5082397461, 151611.6209716797]"
"[461, 173648.91149902344, 149148.31219482422]"
"[462, 172571.69134521484, 147800.5603942871]"
"[463, 173433.62475585938, 150812.64553833008]"
"[464, 170596.0252685547, 148586.72192382812]"
"[465, 175298.53686523438, 152084.35919189453]"
"[466, 169974.56671142578, 146140.06549072266]"
"[467, 180551.30731201172, 155117.90216064453]"
"[468, 174725.8217163086, 151105.18258666992]"
"[469, 170107.22430419922, 147894.6865234375]"
"[470, 176481.6961669922, 154409.88452148438]"
"[471, 170060.01580810547, 147053.81365966797]"
"[472, 171068.13018798828, 145901.94506835938]"
"[473, 181574.48767089844, 158836.61010742188]"
"[474, 168806.11181640625, 147695.60357666016]"
"[475, 179531.13049316406, 155479.71356201172]"
"[476, 172338.1365966797, 149734.48348999023]"
"[477, 175224.7935180664, 152449.59631347656]"
"[478, 170387.62768554688, 148132.9526977539]"
"[479, 172918.9365234375, 150257.31591796875]"
"[480, 175888.05059814453, 153017.41040039062]"
"[481, 169669.5252685547, 147538.3091430664]"
"[482, 174768.57049560547, 150898.38220214844]"
"[483, 175102.7713623047, 152138.4885559082]"
"[484, 173388.6791381836, 151678.05654907227]"
"[485, 173452.0048828125, 151045.0841064453]"
"[486, 182820.099609375, 158865.50897216797]"
"[487, 173095.72875976562, 149449.5160522461]"
"[488, 175733.7430419922, 152531.18084716797]"
"[489, 178362.03521728516, 154950.2840270996]"
"[490, 174461.99285888672, 149992.78643798828]"
"[491, 169355.88055419922, 147049.46484375]"
"[492, 175361.0623779297, 152498.91192626953]"
"[493, 179908.82159423828, 156668.59600830078]"
"[494, 182294.8095703125, 157862.47424316406]"
"[495, 171688.56762695312, 150066.60928344727]"
"[496, 176923.3558959961, 154305.20935058594]"
"[497, 176868.40936279297, 154308.92315673828]"
"[498, 172784.2606201172, 148635.45861816406]"
"[499, 174719.58630371094, 152377.19494628906]"
"[500, 179607.36206054688, 156551.19805908203]"
"[501, 177826.57684326172, 156333.52264404297]"
"[502, 175799.67932128906, 153793.5262451172]"
"[503, 173537.9891357422, 150586.10577392578]"
"[504, 170982.20025634766, 149353.99548339844]"
"[505, 180981.71240234375, 158209.28887939453]"
"[506, 175544.73303222656, 153310.98266601562]"
"[507, 177811.2119140625, 154695.41864013672]"
"[508, 171492.53936767578, 149688.5703125]"
"[509, 180263.21868896484, 157681.521484375]"
"[510, 173840.10260009766, 150706.52032470703]"
"[511, 181135.13354492188, 159086.2474975586]"
"[512, 174694.7001953125, 152507.3413696289]"
"[513, 172753.37353515625, 150121.5932006836]"
"[514, 178239.22674560547, 153194.66268920898]"
"[515, 173161.37255859375, 150436.81329345703]"
"[516, 175887.60107421875, 151155.81365966797]"
"[517, 180785.7964477539, 156631.2993774414]"
"[518, 176643.57220458984, 154971.88061523438]"
"[519, 176667.9569091797, 153972.5177001953]"
"[520, 175406.0848388672, 154428.48504638672]"
"[521, 177795.80291748047, 154929.9965209961]"
"[522, 177792.7716064453, 153090.86599731445]"
"[523, 175719.771484375, 151913.4971923828]"
"[524, 173130.99182128906, 151331.02612304688]"
"[525, 173887.66564941406, 151469.13037109375]"
"[526, 184157.88122558594, 159789.20697021484]"
"[527, 170028.0971069336, 147540.09469604492]"
"[528, 173094.9129638672, 150216.44525146484]"
"[529, 168439.67749023438, 146148.34594726562]"
"[530, 174841.3819580078, 151551.48693847656]"
"[531, 177375.7202758789, 154799.3729248047]"
"[532, 169293.9701538086, 144831.44039916992]"
"[533, 178816.47088623047, 155868.68048095703]"
"[534, 179036.1446533203, 154870.90252685547]"
"[535, 172898.60931396484, 150111.1482849121]"
"[536, 175224.90838623047, 152067.8783569336]"
"[537, 178496.21600341797, 154346.30291748047]"
"[538, 174653.49969482422, 150850.7716064453]"
"[539, 173304.78509521484, 149305.22680664062]"
"[540, 172662.89599609375, 151039.14129638672]"
"[541, 179970.53979492188, 156777.38409423828]"
"[542, 175150.40020751953, 151255.66967773438]"
"[543, 175269.50048828125, 152948.56634521484]"
"[544, 182596.1293334961, 158441.57330322266]"
"[545, 172808.1641845703, 149505.62622070312]"
"[546, 175999.88256835938, 152895.56857299805]"
"[547, 171171.92669677734, 148805.6450805664]"
"[548, 171139.09814453125, 147471.76065063477]"
"[549, 176040.9974975586, 151683.5408935547]"
"[550, 174216.90747070312, 152326.06564331055]"
"[551, 180363.04162597656, 156153.84637451172]"
"[552, 182113.54266357422, 158911.61236572266]"
"[553, 178650.70404052734, 154903.47192382812]"
"[554, 174240.5316772461, 151457.85235595703]"
"[555, 174545.52520751953, 150636.7156982422]"
"[556, 181334.59204101562, 158539.40423583984]"
"[557, 180661.45147705078, 157614.81982421875]"
"[558, 171369.24383544922, 149393.72705078125]"
"[559, 172419.75396728516, 149897.6925048828]"
"[560, 162537.18719482422, 140479.6488647461]"
"[561, 176323.74981689453, 153839.38885498047]"
"[562, 173818.078125, 150282.23931884766]"
"[563, 170589.59356689453, 148828.84912109375]"
"[564, 183193.64227294922, 157280.6538696289]"
"[565, 176036.60028076172, 153496.87231445312]"
"[566, 170593.06494140625, 148829.63189697266]"
"[567, 172689.51013183594, 150256.01373291016]"
"[568, 177327.32373046875, 154065.0757446289]"
"[569, 176917.31677246094, 152980.55834960938]"
"[570, 174463.91748046875, 150990.75701904297]"
"[571, 166137.86846923828, 145604.32983398438]"
"[572, 180919.10034179688, 157874.49151611328]"
"[573, 169951.09759521484, 147598.01239013672]"
"[574, 171854.64868164062, 149201.25030517578]"
"[575, 171176.94860839844, 148125.07110595703]"
"[576, 175871.96807861328, 153413.3848876953]"
"[577, 174621.7640991211, 151003.25750732422]"
"[578, 180304.62432861328, 157346.1763305664]"
"[579, 171838.06451416016, 150337.59381103516]"
"[580, 174284.59716796875, 152729.14385986328]"
"[581, 176618.40216064453, 152910.72692871094]"
"[582, 175924.50134277344, 151770.8087158203]"
"[583, 174016.0313720703, 151569.60418701172]"
