Epoch,Before Cost,After Cost
"[121, 187401.734375, 187381.734375]"
"[122, 138939.6875, 138393.28125]"
"[123, 142387.09375, 136602.5]"
"[124, 80405.296875, 80258.796875]"
"[125, 64549.2265625, 63243.984375]"
"[126, 164264.40625, 162277.15625]"
"[127, 176622.34375, 175799.28125]"
"[128, 114985.4140625, 113468.8515625]"
"[129, 136852.140625, 132401.21875]"
"[130, 143046.390625, 142444.40625]"
"[131, 127433.5078125, 124700.84375]"
"[132, 205112.90625, 195834.9375]"
"[133, 165544.75, 165052.890625]"
"[134, 64324.19921875, 63037.36328125]"
"[135, 124354.171875, 123802.1640625]"
"[136, 269122.6875, 268471.4375]"
"[137, 173122.875, 169624.875]"
"[138, 160380.984375, 160355.96875]"
"[139, 126907.7890625, 123519.40625]"
"[140, 101384.234375, 96428.9375]"
"[141, 222616.328125, 222414.34375]"
"[142, 178717.859375, 173651.65625]"
"[143, 158422.765625, 158422.75]"
"[144, 97577.8203125, 94477.8984375]"
"[145, 164238.6875, 164057.75]"
"[146, 130908.3046875, 129188.4453125]"
"[147, 92957.25, 90330.6171875]"
"[148, 122135.46875, 122040.0]"
"[149, 148008.109375, 146300.53125]"
"[150, 94143.828125, 94004.5390625]"
"[151, 108990.1640625, 108400.6484375]"
"[152, 92222.3046875, 92167.3046875]"
"[153, 138874.0, 134073.390625]"
"[154, 133570.46875, 133498.625]"
"[155, 189988.484375, 189988.46875]"
"[156, 91127.7890625, 91127.78125]"
"[157, 144852.5, 144852.5]"
"[158, 150947.078125, 150797.4375]"
"[159, 124337.296875, 122088.3515625]"
"[160, 135875.4375, 135875.4375]"
"[161, 167772.625, 165956.828125]"
"[162, 175775.046875, 173189.046875]"
"[163, 193239.71875, 193239.703125]"
"[164, 81302.234375, 79881.359375]"
"[165, 108128.3671875, 107192.0078125]"
"[166, 132733.65625, 131861.5]"
"[167, 142584.75, 140836.03125]"
"[168, 147187.90625, 144920.75]"
"[169, 120327.609375, 117944.578125]"
"[170, 148730.21875, 144513.890625]"
"[171, 178608.109375, 173205.328125]"
"[172, 113762.203125, 113655.6875]"
"[173, 230694.828125, 230463.84375]"
"[174, 215112.671875, 211500.3125]"
"[175, 103037.9296875, 101762.265625]"
"[176, 184167.09375, 181548.234375]"
"[177, 140942.84375, 140110.71875]"
"[178, 147034.171875, 141769.265625]"
"[179, 169060.890625, 168834.203125]"
"[180, 103216.5078125, 103216.5078125]"
"[181, 136543.234375, 132296.078125]"
"[182, 187814.5625, 187616.296875]"
"[183, 148451.03125, 145958.0625]"
"[184, 131326.5625, 127092.8203125]"
"[185, 92825.046875, 89134.375]"
"[186, 110218.2421875, 109444.140625]"
"[187, 89596.7734375, 89483.765625]"
"[188, 177941.09375, 177362.03125]"
"[189, 221053.796875, 212781.984375]"
"[190, 111825.5859375, 111825.5703125]"
"[191, 128998.9296875, 126957.734375]"
"[192, 131889.671875, 130014.0625]"
"[193, 156869.25, 154068.546875]"
"[194, 145346.75, 143668.65625]"
"[195, 131196.890625, 126356.140625]"
"[196, 141030.140625, 140843.125]"
"[197, 138882.59375, 132232.3125]"
"[198, 99197.5859375, 98290.2109375]"
"[199, 191195.15625, 189805.625]"
"[200, 126157.4765625, 126132.46875]"
"[201, 130561.109375, 129144.7890625]"
"[202, 81174.0390625, 76423.1953125]"
"[203, 162632.046875, 161935.984375]"
"[204, 188564.34375, 187273.28125]"
"[205, 180975.625, 180938.625]"
"[206, 120643.8984375, 119585.6484375]"
"[207, 106258.421875, 104590.6953125]"
"[208, 146471.09375, 142738.0]"
"[209, 109820.546875, 109732.5390625]"
"[210, 103892.1953125, 102549.875]"
"[211, 121180.0625, 121180.0625]"
"[212, 132994.34375, 130442.3828125]"
"[213, 72862.0078125, 68627.5625]"
"[214, 159820.890625, 157356.8125]"
"[215, 166358.6875, 166358.671875]"
"[216, 130188.0, 129541.828125]"
"[217, 136693.484375, 136229.96875]"
"[218, 92635.90625, 87576.4609375]"
"[219, 117211.21875, 115042.8125]"
"[220, 138523.03125, 133096.03125]"
"[221, 201801.625, 200631.625]"
"[222, 163288.75, 162079.796875]"
"[223, 125897.5234375, 118021.1328125]"
"[224, 127435.6328125, 127333.6328125]"
"[225, 133364.125, 132666.8125]"
"[226, 263121.375, 261552.765625]"
"[227, 107818.53125, 107798.53125]"
"[228, 80228.6640625, 78860.6015625]"
"[229, 98048.2421875, 97792.671875]"
"[230, 150710.0625, 149510.78125]"
"[231, 130345.671875, 129158.7734375]"
"[232, 100861.4921875, 100294.0859375]"
"[233, 242498.96875, 242254.15625]"
"[234, 105508.5859375, 104836.953125]"
"[235, 290072.4375, 289057.40625]"
"[236, 202597.78125, 202573.796875]"
"[237, 141755.6875, 139494.875]"
"[238, 125691.21875, 122007.875]"
"[239, 99587.5625, 97115.546875]"
"[240, 101121.1953125, 99134.4921875]"
"[241, 162671.265625, 162417.109375]"
"[242, 118736.2890625, 118403.7890625]"
"[243, 125035.21875, 125035.21875]"
"[244, 201061.078125, 200691.078125]"
"[245, 103846.25, 100241.3046875]"
"[246, 222716.484375, 222716.46875]"
"[247, 137774.890625, 137719.875]"
"[248, 217692.046875, 216793.078125]"
"[249, 221918.125, 219101.703125]"
"[250, 176806.421875, 174233.3125]"
"[251, 113355.828125, 111876.78125]"
"[252, 101703.5625, 101686.5625]"
"[253, 198453.296875, 197063.515625]"
"[254, 115580.2421875, 114678.78125]"
"[255, 115309.046875, 110620.1328125]"
"[256, 115758.0703125, 111779.75]"
"[257, 99448.0, 99297.375]"
"[258, 76585.125, 76009.15625]"
"[259, 215330.171875, 214823.0625]"
"[260, 104654.40625, 104614.3984375]"
"[261, 151314.21875, 147275.734375]"
"[262, 164933.265625, 162171.921875]"
"[263, 100296.5546875, 98211.15625]"
"[264, 142688.15625, 142628.15625]"
"[265, 150558.3125, 150558.3125]"
"[266, 150971.15625, 147467.109375]"
"[267, 209750.890625, 209710.890625]"
"[268, 198743.65625, 198622.65625]"
"[269, 227215.6875, 224187.25]"
"[270, 108615.5390625, 108582.5390625]"
"[271, 142333.125, 133732.53125]"
"[272, 205247.3125, 204891.078125]"
"[273, 183675.84375, 180346.5625]"
"[274, 172416.71875, 172295.3125]"
"[275, 94539.703125, 92288.40625]"
"[276, 211860.9375, 206031.5]"
"[277, 133610.34375, 131916.84375]"
"[278, 128425.1640625, 120918.84375]"
"[279, 160329.765625, 157537.640625]"
"[280, 147053.5625, 146704.5625]"
"[281, 129580.34375, 127063.609375]"
"[282, 135753.015625, 134071.84375]"
"[283, 171979.796875, 164616.65625]"
"[284, 152741.703125, 149601.296875]"
"[285, 102297.71875, 101930.515625]"
"[286, 93090.7109375, 92728.71875]"
"[287, 109134.5625, 108054.5625]"
"[288, 108969.375, 107711.71875]"
"[289, 103552.4296875, 102631.171875]"
"[290, 133325.515625, 133325.515625]"
"[291, 92311.6796875, 86916.109375]"
"[292, 153890.3125, 151449.796875]"
"[293, 210032.265625, 206431.65625]"
"[294, 124110.578125, 122768.90625]"
"[295, 167390.1875, 159611.765625]"
"[296, 136646.875, 136336.40625]"
"[297, 99034.0078125, 98280.859375]"
"[298, 107904.4765625, 105546.453125]"
"[299, 165316.765625, 164596.34375]"
"[300, 147508.609375, 143252.625]"
"[301, 201863.4375, 200243.875]"
"[302, 123699.015625, 123362.0]"
"[303, 205936.90625, 205059.484375]"
"[304, 153022.578125, 153003.5625]"
"[305, 102727.1875, 99690.390625]"
"[306, 105661.59375, 105013.546875]"
"[307, 116704.2109375, 116540.1796875]"
"[308, 74297.2421875, 72315.671875]"
"[309, 115680.7890625, 115624.7734375]"
"[310, 132181.78125, 129366.078125]"
"[311, 122146.8203125, 119754.6328125]"
"[312, 137698.8125, 137698.796875]"
"[313, 154976.96875, 154268.546875]"
"[314, 93170.34375, 91983.0234375]"
"[315, 105127.6328125, 105121.625]"
"[316, 135655.3125, 135655.3125]"
"[317, 208985.5, 207198.125]"
"[318, 210826.40625, 207734.171875]"
"[319, 122171.59375, 122045.5859375]"
"[320, 101889.546875, 101679.921875]"
"[321, 104930.4140625, 103480.4765625]"
"[322, 102562.546875, 101376.8671875]"
"[323, 167606.84375, 167590.84375]"
"[324, 167265.375, 160848.234375]"
"[325, 156319.875, 154526.6875]"
"[326, 107911.578125, 107375.421875]"
"[327, 85594.578125, 85529.578125]"
"[328, 174661.3125, 174661.3125]"
"[329, 150453.21875, 144691.5]"
"[330, 188175.703125, 187789.21875]"
"[331, 166932.0, 166907.828125]"
"[332, 102339.609375, 99565.6953125]"
"[333, 289552.09375, 289180.0625]"
"[334, 198336.171875, 194177.265625]"
"[335, 114471.921875, 114471.921875]"
"[336, 140120.1875, 139905.1875]"
"[337, 184783.203125, 184783.203125]"
"[338, 187286.0, 179480.6875]"
"[339, 87359.9921875, 83595.609375]"
"[340, 109282.453125, 106662.7265625]"
"[341, 147795.59375, 144839.421875]"
"[342, 97910.890625, 97551.109375]"
"[343, 231881.671875, 230483.515625]"
"[344, 176382.203125, 176344.203125]"
"[345, 129474.1328125, 129336.71875]"
"[346, 117574.28125, 117489.28125]"
"[347, 84509.4296875, 82476.3671875]"
"[348, 138264.765625, 135560.71875]"
"[349, 76334.578125, 71578.421875]"
"[350, 174513.40625, 165743.0625]"
"[351, 94486.7890625, 93980.109375]"
"[352, 175523.78125, 175411.78125]"
"[353, 90546.6640625, 88408.0546875]"
"[354, 134548.21875, 122608.53125]"
"[355, 151505.078125, 148010.609375]"
"[356, 239773.25, 239630.265625]"
"[357, 156971.15625, 155121.609375]"
"[358, 143335.9375, 143147.515625]"
"[359, 133299.5625, 133263.5625]"
"[360, 132787.125, 132787.125]"
"[361, 179251.75, 179237.734375]"
"[362, 141427.53125, 140514.21875]"
"[363, 157324.34375, 157324.34375]"
"[364, 106935.578125, 106796.1640625]"
"[365, 151127.078125, 150845.0625]"
"[366, 149448.140625, 146429.390625]"
"[367, 213463.9375, 213027.3125]"
"[368, 141008.3125, 136378.09375]"
"[369, 164163.1875, 156619.375]"
"[370, 140222.78125, 139776.875]"
"[371, 176002.953125, 175410.9375]"
"[372, 115557.953125, 113104.625]"
"[373, 161011.859375, 160540.03125]"
"[374, 105198.7421875, 105198.7421875]"
"[375, 126161.28125, 125969.28125]"
"[376, 207598.65625, 200787.171875]"
"[377, 125955.734375, 123826.6953125]"
"[378, 119594.3984375, 114591.046875]"
"[379, 142428.125, 139009.5625]"
"[380, 100266.75, 100173.390625]"
"[381, 136276.21875, 133910.609375]"
"[382, 106398.6796875, 106316.53125]"
"[383, 111678.90625, 109175.1015625]"
"[384, 82222.2734375, 79377.2265625]"
"[385, 113979.609375, 113964.609375]"
"[386, 169104.09375, 169104.09375]"
"[387, 179471.765625, 179257.75]"
"[388, 122377.1875, 122374.1953125]"
"[389, 109446.40625, 104734.7890625]"
"[390, 167911.34375, 167811.328125]"
"[391, 124279.21875, 124279.2109375]"
"[392, 78310.65625, 77754.296875]"
"[393, 173659.40625, 173493.03125]"
"[394, 156088.203125, 155242.1875]"
"[395, 138385.265625, 136151.234375]"
"[396, 107799.40625, 107415.1484375]"
"[397, 225959.046875, 222506.578125]"
"[398, 140438.46875, 140419.375]"
"[399, 113894.34375, 109577.7421875]"
"[400, 124892.8984375, 124892.8984375]"
"[401, 100789.2734375, 98072.890625]"
"[402, 160198.21875, 159998.21875]"
"[403, 155737.6875, 155325.234375]"
"[404, 214143.984375, 210142.203125]"
"[405, 204764.390625, 202499.4375]"
"[406, 98554.828125, 97353.7109375]"
"[407, 166343.84375, 164444.03125]"
"[408, 123203.8515625, 121922.015625]"
"[409, 187162.09375, 178880.859375]"
"[410, 139279.515625, 137082.0625]"
"[411, 130450.9375, 130201.03125]"
"[412, 81873.171875, 81256.171875]"
"[413, 73893.484375, 73815.484375]"
"[414, 191041.078125, 187525.625]"
"[415, 173715.59375, 169622.3125]"
"[416, 143143.328125, 136528.6875]"
"[417, 128177.75, 128006.4296875]"
"[418, 170139.265625, 162041.578125]"
"[419, 114449.25, 112601.3359375]"
"[420, 182319.015625, 182319.015625]"
"[421, 190945.9375, 189886.953125]"
"[422, 136095.0, 135255.28125]"
"[423, 160871.0, 160745.09375]"
"[424, 124298.34375, 123969.5859375]"
"[425, 173228.109375, 165457.421875]"
"[426, 110537.4453125, 110449.25]"
"[427, 111765.5859375, 110646.5390625]"
"[428, 107865.53125, 105553.484375]"
"[429, 96705.296875, 94408.9609375]"
"[430, 167044.328125, 167044.328125]"
"[431, 103253.3203125, 98610.5078125]"
"[432, 147660.59375, 136528.6875]"
"[433, 173908.078125, 167705.546875]"
"[434, 146631.046875, 146268.0625]"
"[435, 120023.515625, 119967.5625]"
"[436, 113655.6875, 113655.6875]"
"[437, 214199.71875, 214099.71875]"
"[438, 145856.71875, 145853.71875]"
"[439, 146449.3125, 144456.796875]"
"[440, 107028.9375, 106696.59375]"
"[441, 110213.4296875, 109161.7421875]"
"[442, 206782.984375, 203853.484375]"
"[443, 115710.4453125, 110789.9921875]"
"[444, 147712.25, 142408.0]"
"[445, 207193.203125, 207193.1875]"
"[446, 178338.078125, 176787.984375]"
"[447, 214209.3125, 208894.375]"
"[448, 184265.828125, 183718.15625]"
"[449, 115512.546875, 114345.2265625]"
"[450, 120657.3359375, 120499.765625]"
"[451, 134130.46875, 133986.734375]"
"[452, 119714.9296875, 116451.9140625]"
"[453, 223923.4375, 223881.421875]"
"[454, 190648.4375, 187343.875]"
"[455, 88143.640625, 84742.5625]"
"[456, 113713.75, 113263.7421875]"
"[457, 137009.09375, 136926.828125]"
"[458, 149598.578125, 149044.78125]"
"[459, 237015.34375, 232924.828125]"
"[460, 116410.9921875, 116185.046875]"
"[461, 185585.484375, 185341.21875]"
"[462, 136759.140625, 136407.234375]"
"[463, 106344.15625, 105520.0234375]"
"[464, 168279.203125, 167661.359375]"
"[465, 161363.25, 155672.703125]"
"[466, 131316.84375, 128298.7890625]"
"[467, 126931.3203125, 126931.3203125]"
"[468, 173237.28125, 168648.4375]"
"[469, 133780.4375, 130276.4296875]"
"[470, 213955.15625, 213900.71875]"
"[471, 180530.59375, 177262.671875]"
"[472, 168870.28125, 168834.421875]"
"[473, 58276.9140625, 58167.9140625]"
"[474, 94588.421875, 94275.5]"
"[475, 78831.015625, 77105.3671875]"
"[476, 88858.640625, 88398.015625]"
"[477, 81909.0859375, 80055.9609375]"
"[478, 181875.15625, 176327.171875]"
"[479, 72169.796875, 68764.34375]"
"[480, 172555.125, 172555.125]"
"[481, 128289.6171875, 128225.6171875]"
"[482, 211849.53125, 211810.53125]"
"[483, 161495.109375, 161495.09375]"
"[484, 143219.0, 135887.1875]"
"[485, 216844.046875, 216353.609375]"
"[486, 73986.46875, 73596.859375]"
"[487, 168122.109375, 168122.109375]"
"[488, 130870.1875, 130097.4296875]"
"[489, 135283.9375, 133605.953125]"
"[490, 115955.5703125, 113086.3984375]"
"[491, 203462.71875, 203364.125]"
"[492, 105136.25, 104701.2421875]"
"[493, 150910.015625, 150750.015625]"
"[494, 127808.8359375, 127082.7265625]"
"[495, 126248.359375, 120898.7421875]"
"[496, 168642.203125, 164619.21875]"
"[497, 74211.0625, 72299.4140625]"
"[498, 63056.54296875, 62679.83984375]"
"[499, 77509.6953125, 72870.8828125]"
"[500, 169667.703125, 169607.6875]"
"[501, 129271.65625, 129079.203125]"
"[502, 169422.46875, 169210.8125]"
"[503, 123396.9765625, 123396.9765625]"
"[504, 107969.640625, 105516.8359375]"
"[505, 130426.890625, 128902.1953125]"
"[506, 102513.734375, 100615.125]"
"[507, 191137.203125, 183610.15625]"
"[508, 172830.21875, 171323.953125]"
"[509, 152732.671875, 148423.84375]"
"[510, 98558.296875, 98454.296875]"
"[511, 119951.8828125, 115167.1953125]"
"[512, 122338.7734375, 118644.921875]"
"[513, 128288.1015625, 126271.578125]"
"[514, 146469.4375, 140906.421875]"
"[515, 199843.484375, 199738.453125]"
"[516, 201835.25, 194586.234375]"
"[517, 125179.7421875, 122552.4765625]"
"[518, 104058.390625, 104058.3828125]"
"[519, 147228.625, 144202.53125]"
"[520, 91660.3984375, 89927.59375]"
"[521, 130201.6640625, 128912.0703125]"
"[522, 230180.3125, 225502.640625]"
"[523, 92362.3828125, 92362.3828125]"
"[524, 215567.4375, 215104.0625]"
"[525, 163169.859375, 161128.25]"
"[526, 124544.3125, 123643.4375]"
"[527, 155747.265625, 154436.609375]"
"[528, 114522.6328125, 114522.625]"
"[529, 70965.703125, 68310.78125]"
"[530, 163231.546875, 162984.546875]"
"[531, 184113.109375, 184045.328125]"
"[532, 147235.390625, 146928.40625]"
"[533, 242059.296875, 242059.296875]"
"[534, 160405.59375, 157209.90625]"
"[535, 85248.0703125, 83978.265625]"
"[536, 186415.6875, 186361.75]"
"[537, 129848.46875, 129828.46875]"
"[538, 120231.515625, 114736.265625]"
"[539, 180325.296875, 180108.296875]"
"[540, 123821.6328125, 119013.6640625]"
"[541, 196915.0625, 194177.28125]"
"[542, 104755.125, 104639.5390625]"
"[543, 192236.75, 191477.171875]"
"[544, 110912.8359375, 110864.8359375]"
"[545, 117259.5703125, 115684.2265625]"
"[546, 120578.2734375, 116807.8671875]"
"[547, 122674.75, 116846.234375]"
"[548, 90125.046875, 89691.0390625]"
"[549, 266350.21875, 266330.21875]"
"[550, 104016.875, 103973.875]"
"[551, 109737.1015625, 102768.8828125]"
"[552, 116817.703125, 116798.703125]"
"[553, 175842.53125, 172788.921875]"
"[554, 243437.546875, 243437.546875]"
"[555, 107601.25, 104923.1796875]"
"[556, 108069.3671875, 107206.71875]"
"[557, 154327.84375, 154327.84375]"
"[558, 178029.15625, 178029.15625]"
"[559, 116380.171875, 116142.203125]"
"[560, 130649.796875, 130148.75]"
"[561, 103673.234375, 101447.453125]"
"[562, 74469.390625, 74455.796875]"
"[563, 110930.828125, 110870.796875]"
"[564, 109977.5859375, 108553.2421875]"
"[565, 204187.578125, 202178.015625]"
"[566, 156574.828125, 146754.296875]"
"[567, 174091.4375, 168421.015625]"
"[568, 85589.234375, 82400.8359375]"
"[569, 229763.40625, 226311.234375]"
"[570, 182739.046875, 175996.953125]"
"[571, 221918.125, 221917.984375]"
"[572, 147595.046875, 145590.28125]"
"[573, 104485.8203125, 104437.8125]"
"[574, 233781.0625, 233555.0625]"
"[575, 90294.9140625, 89880.9140625]"
"[576, 96148.4296875, 92594.71875]"
"[577, 141574.75, 141514.75]"
"[578, 177931.078125, 175353.0]"
"[579, 176840.1875, 169160.03125]"
"[580, 165989.34375, 161011.078125]"
"[581, 149620.09375, 139867.375]"
"[582, 149485.5625, 145312.078125]"
"[583, 126398.3203125, 126155.3125]"
"[584, 123733.75, 123299.75]"
"[585, 172319.046875, 172219.046875]"
"[586, 111316.21875, 104034.4921875]"
"[587, 193006.953125, 187824.078125]"
"[588, 133511.0, 131013.2421875]"
"[589, 184711.6875, 183150.25]"
"[590, 110700.2109375, 108046.7890625]"
"[591, 202348.0625, 200644.625]"
"[592, 113800.03125, 110417.9453125]"
"[593, 141215.796875, 136785.625]"
"[594, 83009.9921875, 81470.34375]"
"[595, 157295.6875, 156779.171875]"
"[596, 121995.53125, 119783.7109375]"
"[597, 146500.9375, 146305.921875]"
"[598, 233474.15625, 233217.828125]"
"[599, 124932.6171875, 124932.6171875]"
"[600, 170222.8125, 169130.1875]"
"[601, 146656.5625, 144041.828125]"
"[602, 116680.828125, 116680.828125]"
"[603, 118084.5390625, 117914.5234375]"
"[604, 102850.953125, 101455.03125]"
"[605, 132737.78125, 132365.34375]"
"[606, 186603.546875, 185034.09375]"
"[607, 150090.5, 149946.484375]"
"[608, 147710.671875, 147455.03125]"
"[609, 214117.84375, 209352.5]"
"[610, 139002.265625, 135028.78125]"
"[611, 117345.7578125, 117188.6640625]"
"[612, 175948.375, 173647.453125]"
"[613, 134498.703125, 134144.703125]"
"[614, 163949.734375, 161427.359375]"
"[615, 101025.703125, 100825.078125]"
"[616, 240367.078125, 240264.296875]"
"[617, 78779.140625, 77535.4296875]"
"[618, 198884.34375, 195447.234375]"
"[619, 143982.625, 140322.03125]"
"[620, 129324.65625, 127022.0546875]"
"[621, 178380.90625, 177885.265625]"
"[622, 120735.4609375, 120592.453125]"
"[623, 325002.625, 321928.75]"
"[624, 67924.71875, 63779.59765625]"
"[625, 132765.875, 131306.3125]"
"[626, 85799.9609375, 85478.9609375]"
"[627, 102730.796875, 100041.1484375]"
"[628, 174368.734375, 171223.03125]"
"[629, 143221.640625, 141136.359375]"
"[630, 85166.1953125, 85013.1953125]"
"[631, 194274.875, 188237.59375]"
"[632, 109023.1875, 104369.4921875]"
"[633, 126563.1015625, 125681.9296875]"
"[634, 132152.0, 129185.6015625]"
"[635, 231799.921875, 225343.359375]"
"[636, 133460.5625, 129755.1953125]"
"[637, 58708.93359375, 56890.9765625]"
"[638, 215080.421875, 208626.796875]"
"[639, 151158.875, 148241.6875]"
"[640, 142137.8125, 140514.21875]"
"[641, 177397.390625, 174872.5625]"
"[642, 177578.0, 171549.15625]"
"[643, 141944.21875, 138844.59375]"
"[644, 165853.0625, 161600.640625]"
"[645, 129630.1171875, 126819.8984375]"
"[646, 86106.3828125, 85588.1484375]"
"[647, 141616.0, 136961.1875]"
"[648, 108523.765625, 106952.375]"
"[649, 73671.125, 73671.125]"
"[650, 134210.96875, 134210.96875]"
"[651, 111104.2265625, 110792.9921875]"
"[652, 150459.125, 150458.109375]"
"[653, 75727.9375, 73903.3515625]"
"[654, 109433.703125, 109407.703125]"
"[655, 126326.75, 123981.734375]"
"[656, 201949.15625, 201787.78125]"
"[657, 157645.0, 154879.515625]"
"[658, 220567.109375, 211570.265625]"
"[659, 177816.8125, 175262.328125]"
"[660, 228735.578125, 228559.890625]"
"[661, 172019.109375, 172019.109375]"
"[662, 152756.03125, 144406.15625]"
"[663, 132185.921875, 132185.921875]"
"[664, 115857.484375, 112013.875]"
"[665, 97861.953125, 95786.0859375]"
"[666, 130487.0, 130487.0]"
"[667, 136556.8125, 134138.9375]"
"[668, 136517.515625, 135654.34375]"
"[669, 147291.296875, 147291.28125]"
"[670, 205765.9375, 205542.921875]"
"[671, 207137.984375, 206467.421875]"
"[672, 121216.234375, 119485.96875]"
"[673, 136067.96875, 135474.25]"
"[674, 194586.234375, 194586.234375]"
"[675, 119059.515625, 112638.5546875]"
"[676, 161849.15625, 161792.15625]"
"[677, 136098.453125, 135462.125]"
"[678, 257934.40625, 252227.515625]"
"[679, 143970.53125, 139606.71875]"
"[680, 138613.28125, 138573.28125]"
"[681, 91428.0234375, 91101.34375]"
"[682, 124935.296875, 123097.0546875]"
"[683, 115742.5078125, 113144.1015625]"
"[684, 158936.78125, 156528.859375]"
"[685, 190068.8125, 188597.0]"
"[686, 92625.75, 91871.2578125]"
"[687, 132128.4375, 132123.4375]"
"[688, 184208.78125, 180992.328125]"
"[689, 89740.7421875, 87738.46875]"
"[690, 139552.46875, 139052.1875]"
"[691, 216639.515625, 213672.28125]"
