Epoch,Before Cost,After Cost
"[151, 219534.75, 219534.75]"
"[152, 160356.8125, 160237.8125]"
"[153, 130935.078125, 130935.078125]"
"[154, 89136.859375, 88894.5859375]"
"[155, 97460.0546875, 97460.0546875]"
"[156, 183538.03125, 183538.03125]"
"[157, 106873.8203125, 106868.8125]"
"[158, 228404.28125, 228404.28125]"
"[159, 63265.98046875, 63265.98046875]"
"[160, 114356.0234375, 114356.0234375]"
"[161, 128218.6953125, 128182.6875]"
"[162, 135889.21875, 135838.21875]"
"[163, 99319.25, 99295.6484375]"
"[164, 221742.046875, 221742.046875]"
"[165, 119246.921875, 119246.9140625]"
"[166, 141990.859375, 141990.859375]"
"[167, 73859.6484375, 73488.5546875]"
"[168, 120138.7109375, 118164.2578125]"
"[169, 112063.578125, 112063.578125]"
"[170, 159157.265625, 159139.1875]"
"[171, 120355.6640625, 120355.6640625]"
"[172, 173677.6875, 173620.6875]"
"[173, 163902.984375, 162078.078125]"
"[174, 268471.4375, 268471.4375]"
"[175, 153049.4375, 153049.4375]"
"[176, 156982.90625, 156962.90625]"
"[177, 142852.171875, 142852.046875]"
"[178, 100599.3359375, 100599.3359375]"
"[179, 109998.8984375, 107478.4140625]"
"[180, 100821.8671875, 100778.8671875]"
"[181, 136528.703125, 136528.703125]"
"[182, 115834.7890625, 115826.7890625]"
"[183, 195628.953125, 195628.9375]"
"[184, 217866.15625, 217802.140625]"
"[185, 146835.78125, 146835.78125]"
"[186, 91945.3515625, 91945.3515625]"
"[187, 168175.0, 167940.078125]"
"[188, 107277.40625, 107277.40625]"
"[189, 70853.375, 70853.375]"
"[190, 138956.46875, 138956.453125]"
"[191, 202624.421875, 198975.953125]"
"[192, 177354.078125, 177060.8125]"
"[193, 188539.59375, 188539.59375]"
"[194, 106981.609375, 103999.71875]"
"[195, 95922.0859375, 95892.0859375]"
"[196, 151083.671875, 150368.390625]"
"[197, 151107.8125, 151023.3125]"
"[198, 250062.078125, 250062.078125]"
"[199, 109517.1640625, 109492.15625]"
"[200, 77236.296875, 77170.296875]"
"[201, 113222.96875, 113222.96875]"
"[202, 239628.34375, 239572.578125]"
"[203, 172178.875, 172178.875]"
"[204, 145370.8125, 145070.625]"
"[205, 290848.84375, 288476.5625]"
"[206, 179069.53125, 177830.34375]"
"[207, 160396.59375, 157036.046875]"
"[208, 72494.90625, 70044.828125]"
"[209, 99749.6171875, 99639.3125]"
"[210, 124153.6875, 123930.0234375]"
"[211, 255566.703125, 250972.96875]"
"[212, 77809.8203125, 77158.765625]"
"[213, 157690.890625, 157543.0625]"
"[214, 137340.0625, 137340.0625]"
"[215, 63648.75, 63077.0859375]"
"[216, 158704.125, 157901.71875]"
"[217, 228509.90625, 228509.90625]"
"[218, 131404.5, 131359.5]"
"[219, 171982.015625, 171936.453125]"
"[220, 167569.453125, 167569.453125]"
"[221, 201126.640625, 200962.640625]"
"[222, 141769.78125, 141769.765625]"
"[223, 90483.875, 90182.90625]"
"[224, 96841.6328125, 96782.640625]"
"[225, 205138.28125, 205138.28125]"
"[226, 194311.578125, 188388.84375]"
"[227, 200281.09375, 200209.09375]"
"[228, 134176.03125, 134144.03125]"
"[229, 229534.734375, 229412.734375]"
"[230, 205267.6875, 205267.6875]"
"[231, 137963.984375, 137283.375]"
"[232, 78377.890625, 77631.78125]"
"[233, 125988.3984375, 124689.859375]"
"[234, 146191.40625, 146191.40625]"
"[235, 130157.1015625, 129217.890625]"
"[236, 123746.4921875, 123677.484375]"
"[237, 166734.734375, 166734.734375]"
"[238, 80601.109375, 80601.109375]"
"[239, 135491.0625, 135483.03125]"
"[240, 116772.1015625, 116772.1015625]"
"[241, 176276.875, 174983.4375]"
"[242, 101693.21875, 101641.015625]"
"[243, 165175.609375, 165175.609375]"
"[244, 72460.625, 72460.6171875]"
"[245, 146313.875, 146293.875]"
"[246, 118987.015625, 118518.0234375]"
"[247, 92529.8984375, 92484.8984375]"
"[248, 116696.296875, 116583.9453125]"
"[249, 171126.34375, 169863.578125]"
"[250, 149963.65625, 149897.265625]"
"[251, 137163.03125, 137111.03125]"
"[252, 127501.4296875, 126800.34375]"
"[253, 114806.625, 114806.625]"
"[254, 188517.859375, 188094.6875]"
"[255, 151359.03125, 151163.65625]"
"[256, 166454.296875, 166346.890625]"
"[257, 71522.6015625, 71522.6015625]"
"[258, 192711.125, 191721.984375]"
"[259, 137799.25, 136099.578125]"
"[260, 98382.1328125, 98382.1328125]"
"[261, 100927.734375, 100417.2265625]"
"[262, 270814.6875, 270814.6875]"
"[263, 129666.3671875, 128402.8984375]"
"[264, 76445.234375, 75934.3203125]"
"[265, 104119.265625, 102877.265625]"
"[266, 130348.3671875, 130334.9375]"
"[267, 175235.96875, 174878.40625]"
"[268, 150882.640625, 149513.640625]"
"[269, 208786.421875, 207155.5]"
"[270, 253764.984375, 253042.15625]"
"[271, 204648.046875, 204517.03125]"
"[272, 100928.515625, 100928.515625]"
"[273, 189451.453125, 189413.546875]"
"[274, 134454.625, 134225.9375]"
"[275, 97850.4140625, 97830.40625]"
"[276, 164522.296875, 164431.0625]"
"[277, 80347.1953125, 80106.2109375]"
"[278, 99672.3515625, 98670.28125]"
"[279, 167007.9375, 163328.5]"
"[280, 124962.9375, 124869.390625]"
"[281, 190712.21875, 187106.484375]"
"[282, 207191.078125, 207175.078125]"
"[283, 187633.546875, 187605.53125]"
"[284, 107417.1875, 107308.1953125]"
"[285, 129098.9296875, 129098.9296875]"
"[286, 88865.2109375, 88821.921875]"
"[287, 188596.90625, 188596.90625]"
"[288, 182455.078125, 182423.078125]"
"[289, 90834.53125, 90810.515625]"
"[290, 77733.9140625, 77425.4609375]"
"[291, 100982.4140625, 99414.65625]"
"[292, 101588.0703125, 98830.8984375]"
"[293, 200589.4375, 200419.4375]"
"[294, 253520.03125, 253520.03125]"
"[295, 111865.9296875, 111780.421875]"
"[296, 153049.4375, 153049.4375]"
"[297, 160665.46875, 160665.46875]"
"[298, 172032.78125, 172032.78125]"
"[299, 123649.453125, 123548.046875]"
"[300, 136266.453125, 136222.453125]"
"[301, 126039.046875, 125891.09375]"
"[302, 107281.046875, 107281.046875]"
"[303, 118596.0625, 118558.0546875]"
"[304, 104992.859375, 104992.859375]"
"[305, 146908.828125, 145667.84375]"
"[306, 83964.859375, 83868.21875]"
"[307, 84678.0625, 84586.0546875]"
"[308, 109847.125, 109847.1171875]"
"[309, 155791.46875, 155675.796875]"
"[310, 177711.015625, 177598.171875]"
"[311, 124036.96875, 120967.828125]"
"[312, 100798.296875, 100798.296875]"
"[313, 174764.328125, 174623.875]"
"[314, 141318.484375, 141195.484375]"
"[315, 101449.4140625, 98613.9140625]"
"[316, 133951.96875, 133895.953125]"
"[317, 109438.1875, 106815.296875]"
"[318, 116570.0234375, 116570.0234375]"
"[319, 125263.703125, 125263.703125]"
"[320, 141588.765625, 141571.765625]"
"[321, 121417.21875, 121417.21875]"
"[322, 225982.203125, 221554.8125]"
"[323, 119051.734375, 119030.7265625]"
"[324, 97356.6953125, 97295.7265625]"
"[325, 202243.578125, 194866.65625]"
"[326, 154370.859375, 154370.859375]"
"[327, 107420.5234375, 107378.53125]"
"[328, 174661.3125, 174554.8125]"
"[329, 171798.578125, 171691.578125]"
"[330, 140420.1875, 137739.625]"
"[331, 166363.9375, 166363.9375]"
"[332, 122930.84375, 119705.84375]"
"[333, 200467.796875, 200461.984375]"
"[334, 163873.703125, 163873.703125]"
"[335, 92255.4296875, 92255.4296875]"
"[336, 124479.3828125, 124446.1796875]"
"[337, 129177.7734375, 128947.7734375]"
"[338, 179159.453125, 179159.453125]"
"[339, 207756.828125, 206711.890625]"
"[340, 228651.609375, 228557.25]"
"[341, 133546.21875, 133546.21875]"
"[342, 73058.53125, 72633.984375]"
"[343, 135126.5625, 135090.5625]"
"[344, 201731.515625, 201731.515625]"
"[345, 168490.953125, 168490.953125]"
"[346, 125888.6796875, 123940.3671875]"
"[347, 93321.6875, 91076.8671875]"
"[348, 178306.359375, 178306.359375]"
"[349, 131851.1875, 130914.3046875]"
"[350, 189613.1875, 189613.171875]"
"[351, 148300.375, 144867.78125]"
"[352, 227073.484375, 227066.0]"
"[353, 117599.1484375, 116078.703125]"
"[354, 179771.265625, 179771.265625]"
"[355, 190257.875, 186180.609375]"
"[356, 127046.9921875, 127044.9921875]"
"[357, 108661.5390625, 108657.5390625]"
"[358, 184498.84375, 184497.296875]"
"[359, 122966.2890625, 122959.9375]"
"[360, 229045.796875, 228948.28125]"
"[361, 125169.765625, 124884.609375]"
"[362, 90239.578125, 90046.890625]"
"[363, 174279.625, 174279.625]"
"[364, 117242.921875, 116156.328125]"
"[365, 125657.6484375, 125426.53125]"
"[366, 166775.796875, 166692.796875]"
"[367, 166160.515625, 166090.515625]"
"[368, 144387.609375, 144387.609375]"
"[369, 117317.4765625, 117317.4765625]"
"[370, 86846.25, 86609.859375]"
"[371, 123565.546875, 123410.4140625]"
"[372, 141810.046875, 141808.046875]"
"[373, 206320.671875, 206223.6875]"
"[374, 152425.484375, 145383.921875]"
"[375, 137081.25, 136981.25]"
"[376, 146781.203125, 146631.078125]"
"[377, 210380.921875, 210302.90625]"
"[378, 148091.171875, 148091.171875]"
"[379, 162407.734375, 162327.734375]"
"[380, 188219.21875, 186469.265625]"
"[381, 77434.84375, 77369.9140625]"
"[382, 127545.7421875, 127311.8984375]"
"[383, 111430.953125, 111430.953125]"
"[384, 180254.140625, 180104.75]"
"[385, 136037.3125, 135911.421875]"
"[386, 169601.546875, 169579.984375]"
"[387, 114462.0, 114461.9921875]"
"[388, 229992.140625, 229992.140625]"
"[389, 84061.59375, 83986.59375]"
"[390, 66243.296875, 66243.296875]"
"[391, 129621.390625, 129388.21875]"
"[392, 94843.5078125, 94843.5078125]"
"[393, 177864.59375, 177832.265625]"
"[394, 110276.109375, 109989.109375]"
"[395, 90815.046875, 90810.046875]"
"[396, 130452.5546875, 130030.828125]"
"[397, 156238.328125, 156233.15625]"
"[398, 72634.796875, 72543.796875]"
"[399, 163510.34375, 159637.359375]"
"[400, 115274.6796875, 115229.8203125]"
"[401, 111570.7265625, 111468.046875]"
"[402, 63936.30078125, 63936.30078125]"
"[403, 129569.234375, 129469.2265625]"
"[404, 126765.34375, 126753.34375]"
"[405, 68103.375, 68083.375]"
"[406, 125103.21875, 124923.2890625]"
"[407, 176274.671875, 176274.671875]"
"[408, 153576.609375, 153555.609375]"
"[409, 130060.8515625, 130060.8515625]"
"[410, 137749.453125, 133751.625]"
"[411, 167705.546875, 167705.546875]"
"[412, 128126.34375, 128048.3515625]"
"[413, 171252.875, 171252.875]"
"[414, 167534.390625, 167534.390625]"
"[415, 151354.640625, 151048.640625]"
"[416, 150404.109375, 150404.109375]"
"[417, 90926.0546875, 90561.2421875]"
"[418, 141319.859375, 141068.578125]"
"[419, 120497.140625, 120355.0390625]"
"[420, 89549.8359375, 89377.84375]"
"[421, 188117.875, 188105.875]"
"[422, 162344.15625, 162344.15625]"
"[423, 96070.328125, 96070.328125]"
"[424, 98907.015625, 98880.0546875]"
"[425, 182617.90625, 182617.90625]"
"[426, 175787.546875, 175787.53125]"
"[427, 139273.03125, 136431.90625]"
"[428, 132474.359375, 132442.359375]"
"[429, 129108.6875, 129108.6875]"
"[430, 151182.875, 151161.875]"
"[431, 210374.984375, 209280.03125]"
"[432, 94248.5078125, 94248.5078125]"
"[433, 194982.015625, 189774.0]"
"[434, 123229.90625, 123183.2109375]"
"[435, 110446.0859375, 109411.84375]"
"[436, 165200.265625, 165200.25]"
"[437, 87988.2578125, 87949.109375]"
"[438, 219126.59375, 219101.578125]"
"[439, 76505.65625, 74864.0546875]"
"[440, 115622.6640625, 115446.453125]"
"[441, 150867.359375, 150668.359375]"
"[442, 176714.09375, 169275.515625]"
"[443, 124203.3515625, 124145.3515625]"
"[444, 165301.0625, 165301.0625]"
"[445, 167874.890625, 167755.796875]"
"[446, 164663.640625, 164663.640625]"
"[447, 209317.15625, 209317.15625]"
"[448, 157364.21875, 156717.46875]"
"[449, 184406.296875, 184386.28125]"
"[450, 166082.515625, 166072.515625]"
"[451, 170917.3125, 170917.3125]"
"[452, 138607.203125, 136980.0]"
"[453, 126367.5078125, 126171.65625]"
"[454, 143655.5, 143645.5]"
"[455, 97029.4296875, 97010.4296875]"
"[456, 154202.671875, 154188.859375]"
"[457, 195432.953125, 195432.953125]"
"[458, 150846.828125, 148423.65625]"
"[459, 218161.984375, 218081.96875]"
"[460, 130409.6484375, 130406.6484375]"
"[461, 117984.9921875, 117685.984375]"
"[462, 111175.96875, 110570.8046875]"
"[463, 100493.3984375, 100476.3984375]"
"[464, 72832.8828125, 72832.8828125]"
"[465, 201660.703125, 201660.703125]"
"[466, 164343.921875, 164060.421875]"
"[467, 139305.9375, 138463.265625]"
"[468, 130932.0234375, 130932.0234375]"
"[469, 122221.8828125, 120805.1640625]"
"[470, 105435.375, 105124.171875]"
"[471, 116578.0859375, 114542.375]"
"[472, 165498.84375, 165498.84375]"
"[473, 149283.921875, 149283.921875]"
"[474, 113513.671875, 113513.671875]"
"[475, 101855.34375, 101843.34375]"
"[476, 122260.71875, 122260.71875]"
"[477, 214099.6875, 214099.6875]"
"[478, 102464.1875, 102464.1875]"
"[479, 155706.546875, 155675.578125]"
"[480, 133101.71875, 133101.71875]"
"[481, 129425.109375, 129226.734375]"
"[482, 142795.28125, 142795.28125]"
"[483, 99093.7578125, 99093.75]"
"[484, 119760.921875, 119746.921875]"
"[485, 171731.734375, 171598.734375]"
"[486, 199348.828125, 199348.828125]"
"[487, 183986.625, 183986.609375]"
"[488, 90176.28125, 89554.203125]"
"[489, 166267.03125, 166267.03125]"
"[490, 189295.875, 187187.71875]"
"[491, 87734.4921875, 85391.4453125]"
"[492, 182177.03125, 181863.4375]"
"[493, 134110.40625, 134110.40625]"
"[494, 184064.609375, 184046.625]"
"[495, 289117.0625, 288963.40625]"
"[496, 172555.125, 172555.125]"
"[497, 208778.046875, 208778.046875]"
"[498, 89786.2578125, 89777.2578125]"
"[499, 166093.703125, 163001.265625]"
"[500, 117153.28125, 114633.59375]"
"[501, 85584.8828125, 85584.8828125]"
"[502, 140610.578125, 140610.578125]"
"[503, 105649.046875, 105535.0390625]"
"[504, 125570.140625, 125570.140625]"
"[505, 155847.921875, 155847.921875]"
"[506, 77145.09375, 76036.78125]"
"[507, 82608.234375, 81119.390625]"
"[508, 100254.125, 100254.125]"
"[509, 107896.1875, 107896.1875]"
"[510, 154879.609375, 154680.171875]"
"[511, 103632.6953125, 98035.5078125]"
"[512, 167693.1875, 167693.1875]"
"[513, 66327.5, 66248.4921875]"
"[514, 159472.5625, 158158.421875]"
"[515, 116065.46875, 116065.46875]"
"[516, 109564.7421875, 109507.7421875]"
"[517, 200761.625, 200761.625]"
"[518, 147737.828125, 147453.109375]"
"[519, 162826.390625, 162826.390625]"
"[520, 133634.3125, 132061.53125]"
"[521, 104245.234375, 104245.234375]"
"[522, 121732.1875, 121318.78125]"
"[523, 181183.671875, 181175.671875]"
"[524, 104056.4140625, 104056.4140625]"
"[525, 145167.0625, 145150.4375]"
"[526, 101531.6015625, 99379.265625]"
"[527, 163869.5, 161018.96875]"
"[528, 133370.03125, 133361.125]"
"[529, 167745.3125, 165013.875]"
"[530, 159446.921875, 159446.921875]"
"[531, 165202.328125, 165202.328125]"
"[532, 125326.125, 124587.2421875]"
"[533, 187305.15625, 186861.09375]"
"[534, 124459.046875, 124362.03125]"
"[535, 220259.203125, 220218.1875]"
"[536, 124450.9375, 124450.9296875]"
"[537, 92786.40625, 92572.40625]"
"[538, 140238.53125, 137877.234375]"
"[539, 286739.21875, 286734.21875]"
"[540, 146671.859375, 146651.859375]"
"[541, 91752.0234375, 90023.65625]"
"[542, 156391.84375, 156391.84375]"
"[543, 127348.140625, 127290.1484375]"
"[544, 147151.375, 141409.875]"
"[545, 133605.953125, 133605.953125]"
"[546, 123010.9296875, 122760.3359375]"
"[547, 162198.875, 162198.875]"
"[548, 127689.3984375, 127150.203125]"
"[549, 117263.3984375, 114013.5625]"
"[550, 109705.6796875, 109679.9609375]"
"[551, 122771.078125, 122771.078125]"
"[552, 106917.046875, 106852.046875]"
"[553, 104261.734375, 104112.734375]"
"[554, 134773.1875, 132507.28125]"
"[555, 175388.9375, 175343.9375]"
"[556, 129144.0625, 128722.9765625]"
"[557, 209934.671875, 206880.40625]"
"[558, 183138.046875, 182990.640625]"
"[559, 217178.421875, 217132.1875]"
"[560, 137651.921875, 137651.921875]"
"[561, 178345.78125, 178190.859375]"
"[562, 129973.6640625, 126717.859375]"
"[563, 122865.1875, 122837.8125]"
"[564, 119471.9140625, 119463.9140625]"
"[565, 165000.53125, 165000.53125]"
"[566, 87490.5234375, 87466.09375]"
"[567, 141402.796875, 140236.75]"
"[568, 215087.171875, 215023.171875]"
"[569, 129105.75, 129045.75]"
"[570, 237695.234375, 237695.234375]"
"[571, 188711.71875, 187084.671875]"
"[572, 124642.53125, 121831.8125]"
"[573, 153131.796875, 151690.6875]"
"[574, 102349.921875, 102181.109375]"
"[575, 162597.515625, 161318.921875]"
"[576, 151123.015625, 151112.0]"
"[577, 134587.40625, 134587.40625]"
"[578, 92351.421875, 92172.421875]"
"[579, 103794.9375, 103794.9375]"
"[580, 127174.2109375, 127170.203125]"
"[581, 263550.65625, 263496.6875]"
"[582, 197947.609375, 197947.59375]"
"[583, 61751.15234375, 61421.265625]"
"[584, 80912.625, 80282.3359375]"
"[585, 82265.359375, 82144.046875]"
"[586, 124661.8125, 124289.6953125]"
"[587, 140979.46875, 140593.9375]"
"[588, 71440.203125, 71438.40625]"
"[589, 124607.328125, 124115.5390625]"
"[590, 245695.6875, 241855.5]"
"[591, 91542.0859375, 91469.359375]"
"[592, 175289.859375, 175279.578125]"
"[593, 149861.96875, 149770.546875]"
"[594, 81791.0703125, 81565.0859375]"
"[595, 160826.9375, 160826.9375]"
"[596, 107491.0, 105106.6328125]"
"[597, 150639.484375, 150348.96875]"
"[598, 126161.9296875, 126041.9296875]"
"[599, 119323.03125, 119323.03125]"
"[600, 189746.296875, 187689.265625]"
"[601, 162608.03125, 161755.53125]"
"[602, 129311.765625, 129232.7578125]"
"[603, 194037.578125, 194037.578125]"
"[604, 179352.984375, 179352.984375]"
"[605, 147468.859375, 147351.859375]"
"[606, 172492.8125, 165476.484375]"
"[607, 110997.5, 110646.7890625]"
"[608, 101930.515625, 101605.125]"
"[609, 110165.1875, 107650.3671875]"
"[610, 199456.71875, 199456.71875]"
"[611, 106988.2578125, 106531.953125]"
"[612, 195282.8125, 194812.8125]"
"[613, 195419.3125, 195419.3125]"
"[614, 164362.921875, 164362.921875]"
"[615, 154429.90625, 154352.78125]"
"[616, 205795.90625, 205059.484375]"
"[617, 115154.0625, 115154.0546875]"
"[618, 112339.59375, 112210.59375]"
"[619, 100643.4765625, 98901.0078125]"
"[620, 85663.2890625, 85663.2890625]"
"[621, 124793.2890625, 124583.4609375]"
"[622, 157628.125, 155670.71875]"
"[623, 188554.046875, 188554.046875]"
"[624, 131376.421875, 131222.0]"
"[625, 235290.59375, 235237.59375]"
"[626, 213963.3125, 208673.8125]"
"[627, 180943.125, 180664.625]"
"[628, 107409.5390625, 106249.2421875]"
"[629, 118470.421875, 117126.9296875]"
"[630, 119214.390625, 119143.453125]"
"[631, 86294.328125, 86251.515625]"
"[632, 128860.625, 128860.625]"
"[633, 208216.25, 207212.046875]"
"[634, 145569.90625, 144479.46875]"
"[635, 184764.703125, 183199.234375]"
"[636, 105284.1796875, 105284.1796875]"
"[637, 229076.4375, 228908.640625]"
"[638, 133132.0, 133132.0]"
"[639, 168223.109375, 168141.765625]"
"[640, 135062.625, 135062.609375]"
"[641, 116294.703125, 116110.765625]"
"[642, 154217.640625, 154035.046875]"
"[643, 163727.1875, 159618.109375]"
"[644, 142888.171875, 142888.171875]"
"[645, 126338.0703125, 126323.7890625]"
"[646, 82842.9921875, 82738.7890625]"
"[647, 125981.09375, 125449.28125]"
"[648, 163357.953125, 163352.71875]"
"[649, 186113.09375, 186113.09375]"
"[650, 171016.765625, 171016.765625]"
"[651, 104992.8671875, 104992.859375]"
"[652, 127616.546875, 127616.546875]"
"[653, 123783.3984375, 123783.3984375]"
"[654, 120349.7890625, 120284.109375]"
"[655, 72999.8125, 72977.8125]"
"[656, 221839.09375, 221839.09375]"
"[657, 198576.828125, 198576.8125]"
"[658, 127202.21875, 127046.21875]"
"[659, 151112.375, 151112.375]"
"[660, 189784.40625, 189756.390625]"
"[661, 61039.703125, 59320.51953125]"
"[662, 108936.734375, 108936.7265625]"
"[663, 130984.03125, 129478.140625]"
"[664, 221543.8125, 221543.8125]"
"[665, 104740.3359375, 104740.3359375]"
"[666, 102891.4609375, 102758.3203125]"
"[667, 126740.5234375, 126617.5234375]"
"[668, 126521.8515625, 124680.171875]"
"[669, 115867.8125, 115867.8125]"
"[670, 80512.453125, 80249.3359375]"
"[671, 186303.890625, 186303.890625]"
"[672, 190196.6875, 190193.875]"
"[673, 197513.984375, 197513.984375]"
"[674, 154898.046875, 154804.53125]"
"[675, 153938.484375, 153938.484375]"
"[676, 152030.828125, 149870.609375]"
"[677, 132115.1875, 131952.1875]"
"[678, 191125.875, 191125.875]"
"[679, 133561.21875, 133171.640625]"
"[680, 77593.875, 77505.34375]"
"[681, 91917.8203125, 91917.8125]"
"[682, 187734.15625, 187734.15625]"
"[683, 125397.953125, 124162.609375]"
"[684, 145258.09375, 144425.59375]"
"[685, 164454.84375, 164411.84375]"
"[686, 113539.3984375, 113539.390625]"
"[687, 140697.296875, 140673.296875]"
"[688, 145337.796875, 145337.796875]"
"[689, 199622.703125, 199613.703125]"
"[690, 111357.0390625, 111357.03125]"
"[691, 127519.96875, 125719.484375]"
