*
* Diensttypen
*
$DUTY:DutyID;DutyType
0;day-Tripper
23;day-Tripper
28;day-Tripper
38;day-Tripper
45;day-Tripper
12582;day-Block20
12709;day-Split
14767;day-Block20
15558;day-Block30
15966;day-Block30
16103;day-Block30
16536;day-Split
17148;day-Tripper
17353;day-Split
17899;day-Block30
18453;day-Split
19129;day-Block30
19401;day-Block20
19527;day-Split
19873;day-Tripper
20436;day-Split
20503;day-Block30
*
* Dienste
* (mit ElementType: 1 = Servicefahrt, 2 = Leerfahrt Haltestellen, 3 = Fahrt ins Depot, 4 = Fahrt aus dem Depot, 5 = Vorbereitung, 6 = Nachbereitung, 7 = Transfer, 8 = Pause, 9 = Warten, 10 = LayoverTime)
$DUTYELEMENT:DutyID;BlockID;ServiceJourneyID;FromStopID;ToStopID;DepTime;ArrTime;ElementType;ServiceJourneyCode
16536;6;-1;26;42;0:08:57:00;0:09:12:00;2;
16536;6;-1;42;42;0:09:12:00;0:09:50:00;9;
16536;6;463;42;29;0:09:50:00;0:10:10:00;1;
16536;6;-1;29;6;0:10:10:00;0:10:11:00;2;
16536;6;-1;6;6;0:10:11:00;0:10:15:00;9;
16536;6;496;6;42;0:10:15:00;0:10:34:00;1;
16536;6;-1;42;42;0:10:34:00;0:10:50:00;9;
16536;6;541;42;29;0:10:50:00;0:11:10:00;1;
16536;6;-1;29;45;0:11:10:00;0:11:19:00;2;
16536;6;-1;45;45;0:11:19:00;0:11:20:00;9;
16536;6;581;45;29;0:11:20:00;0:11:40:00;1;
16536;6;-1;29;6;0:11:40:00;0:11:41:00;2;
16536;6;-1;6;6;0:11:41:00;0:11:45:00;9;
16536;6;619;6;45;0:11:45:00;0:12:04:00;1;
16536;6;-1;45;45;0:12:04:00;0:12:20:00;9;
16536;6;659;45;29;0:12:20:00;0:12:40:00;1;
16536;6;-1;29;168;0:12:40:00;0:12:52:00;3;
16536;-1;P;-1;-1;0:12:52:00;0:14:33:00;8;
16536;0;-1;168;6;0:14:33:00;0:14:45:00;4;
16536;0;897;6;45;0:14:45:00;0:15:17:00;1;
16536;0;-1;45;45;0:15:17:00;0:15:20:00;9;
16536;0;943;45;29;0:15:20:00;0:15:40:00;1;
16536;0;-1;29;6;0:15:40:00;0:15:41:00;2;
16536;0;-1;6;6;0:15:41:00;0:15:45:00;9;
16536;0;996;6;45;0:15:45:00;0:16:04:00;1;
16536;0;-1;45;6;0:16:04:00;0:16:13:00;2;
16536;0;-1;6;6;0:16:13:00;0:16:15:00;9;
16536;0;1042;6;42;0:16:15:00;0:16:34:00;1;
16536;0;-1;42;42;0:16:34:00;0:16:50:00;9;
16536;0;1105;42;29;0:16:50:00;0:17:10:00;1;
16536;0;-1;29;168;0:17:10:00;0:17:22:00;3;
16536;-3;-1;168;-1;0:17:22:00;0:17:32:00;6;
17148;-3;-1;-1;15;0:16:50:00;0:17:00:00;5;
17148;-1;-1;15;15;0:17:00:00;0:17:05:00;7;
17148;6;1138;15;16;0:17:05:00;0:17:49:00;1;
17148;6;-1;16;25;0:17:49:00;0:17:50:00;2;
17148;6;-1;25;25;0:17:50:00;0:17:55:00;9;
17148;6;1226;25;15;0:17:55:00;0:18:40:00;1;
17148;6;-1;15;15;0:18:40:00;0:18:45:00;9;
17148;6;1311;15;16;0:18:45:00;0:19:23:00;1;
17148;6;-1;16;88;0:19:23:00;0:19:24:00;2;
17148;6;-1;88;88;0:19:24:00;0:19:25:00;9;
17148;6;1363;88;89;0:19:25:00;0:19:51:00;1;
17148;6;-1;89;89;0:19:51:00;0:19:56:00;9;
17148;6;1392;89;16;0:19:56:00;0:20:23:00;1;
17148;6;-1;16;6;0:20:23:00;0:20:28:00;2;
17148;6;-1;6;6;0:20:28:00;0:20:30:00;9;
17148;6;1409;6;80;0:20:30:00;0:20:40:00;1;
17148;6;1414;80;29;0:20:40:00;0:20:50:00;1;
17148;6;-1;29;168;0:20:50:00;0:21:02:00;3;
17148;-3;-1;168;-1;0:21:02:00;0:21:12:00;6;
17353;-3;-1;-1;168;0:04:46:00;0:04:56:00;5;
17353;1;-1;168;7;0:04:56:00;0:05:19:00;4;
17353;1;21;7;4;0:05:19:00;0:05:38:00;1;
17353;1;-1;4;6;0:05:38:00;0:05:38:00;2;
17353;1;-1;6;6;0:05:38:00;0:05:45:00;9;
17353;1;48;6;80;0:05:45:00;0:05:55:00;1;
17353;1;-1;80;80;0:05:55:00;0:05:57:00;9;
17353;1;68;80;29;0:05:57:00;0:06:10:00;1;
17353;1;-1;29;7;0:06:10:00;0:06:24:00;2;
17353;1;-1;7;7;0:06:24:00;0:06:34:00;9;
17353;1;141;7;4;0:06:34:00;0:06:55:00;1;
17353;1;-1;4;6;0:06:55:00;0:06:55:00;2;
17353;1;-1;6;6;0:06:55:00;0:07:00:00;9;
17353;1;198;6;24;0:07:00:00;0:07:26:00;1;
17353;1;-1;24;24;0:07:26:00;0:07:27:00;9;
17353;1;236;24;4;0:07:27:00;0:07:55:00;1;
17353;1;-1;4;6;0:07:55:00;0:07:55:00;2;
17353;1;-1;6;6;0:07:55:00;0:08:00:00;9;
17353;1;300;6;55;0:08:00:00;0:08:41:00;1;
17353;1;-1;55;55;0:08:41:00;0:08:44:00;9;
17353;1;370;55;4;0:08:44:00;0:09:25:00;1;
17353;1;-1;4;168;0:09:25:00;0:09:37:00;3;
17353;-1;P;-1;-1;0:09:37:00;0:11:35:00;8;
17353;5;-1;168;42;0:11:35:00;0:11:50:00;4;
17353;5;624;42;29;0:11:50:00;0:12:10:00;1;
17353;5;-1;29;6;0:12:10:00;0:12:11:00;2;
17353;5;-1;6;6;0:12:11:00;0:12:15:00;9;
17353;5;655;6;42;0:12:15:00;0:12:34:00;1;
17353;5;-1;42;42;0:12:34:00;0:12:50:00;9;
17353;5;709;42;29;0:12:50:00;0:13:10:00;1;
17353;5;-1;29;6;0:13:10:00;0:13:11:00;2;
17353;5;-1;6;6;0:13:11:00;0:13:15:00;9;
17353;5;743;6;42;0:13:15:00;0:13:34:00;1;
17353;5;-1;42;42;0:13:34:00;0:13:50:00;9;
17353;5;807;42;29;0:13:50:00;0:14:10:00;1;
17353;5;-1;29;6;0:14:10:00;0:14:11:00;2;
17353;5;-1;6;6;0:14:11:00;0:14:15:00;9;
17353;5;846;6;42;0:14:15:00;0:14:34:00;1;
17353;5;-1;42;113;0:14:34:00;0:14:49:00;2;
17353;5;-1;113;113;0:14:49:00;0:14:58:00;9;
17353;5;912;113;6;0:14:58:00;0:15:25:00;1;
17353;5;-1;6;168;0:15:25:00;0:15:37:00;3;
17353;-3;-1;168;-1;0:15:37:00;0:15:47:00;6;
17899;-3;-1;-1;168;0:11:08:00;0:11:18:00;5;
17899;1;-1;168;4;0:11:18:00;0:11:30:00;4;
17899;1;602;4;26;0:11:30:00;0:11:57:00;1;
17899;1;-1;26;113;0:11:57:00;0:11:57:00;2;
17899;1;-1;113;113;0:11:57:00;0:11:58:00;9;
17899;1;632;113;6;0:11:58:00;0:12:25:00;1;
17899;1;-1;6;6;0:12:25:00;0:12:45:00;9;
17899;1;706;6;45;0:12:45:00;0:13:04:00;1;
17899;1;-1;45;45;0:13:04:00;0:13:20:00;9;
17899;1;747;45;29;0:13:20:00;0:13:40:00;1;
17899;1;-1;29;6;0:13:40:00;0:13:41:00;2;
17899;1;-1;6;6;0:13:41:00;0:14:00:00;9;
17899;1;817;6;55;0:14:00:00;0:14:41:00;1;
17899;1;-1;55;55;0:14:41:00;0:14:44:00;9;
17899;1;889;55;4;0:14:44:00;0:15:25:00;1;
17899;1;-1;4;6;0:15:25:00;0:15:25:00;2;
17899;1;-1;6;6;0:15:25:00;0:15:30:00;9;
17899;1;964;6;100;0:15:30:00;0:15:49:00;1;
17899;1;-1;100;7;0:15:49:00;0:15:50:00;2;
17899;1;-1;7;7;0:15:50:00;0:16:04:00;9;
17899;1;1030;7;4;0:16:04:00;0:16:25:00;1;
17899;1;-1;4;6;0:16:25:00;0:16:25:00;2;
17899;1;-1;6;6;0:16:25:00;0:16:30:00;9;
17899;1;1067;6;90;0:16:30:00;0:16:48:00;1;
17899;1;-1;90;168;0:16:48:00;0:17:11:00;3;
17899;-1;P;-1;-1;0:17:11:00;0:18:11:00;8;
17899;1;-1;168;7;0:18:11:00;0:18:34:00;4;
17899;1;1289;7;4;0:18:34:00;0:18:55:00;1;
17899;1;-1;4;4;0:18:55:00;0:19:00:00;9;
17899;1;1338;4;26;0:19:00:00;0:19:22:00;1;
17899;1;-1;26;168;0:19:22:00;0:19:47:00;3;
17899;-3;-1;168;-1;0:19:47:00;0:19:57:00;6;
18453;-3;-1;-1;168;0:05:40:00;0:05:50:00;5;
18453;7;-1;168;5;0:05:50:00;0:06:15:00;4;
18453;7;99;5;6;0:06:15:00;0:06:55:00;1;
18453;7;-1;6;6;0:06:55:00;0:07:15:00;9;
18453;7;225;6;42;0:07:15:00;0:07:34:00;1;
18453;7;-1;42;88;0:07:34:00;0:07:46:00;2;
18453;7;-1;88;88;0:07:46:00;0:07:55:00;9;
18453;7;290;88;5;0:07:55:00;0:08:40:00;1;
18453;7;-1;5;5;0:08:40:00;0:08:45:00;9;
18453;7;375;5;6;0:08:45:00;0:09:25:00;1;
18453;7;-1;6;4;0:09:25:00;0:09:26:00;2;
18453;7;-1;4;4;0:09:26:00;0:09:30:00;9;
18453;7;440;4;26;0:09:30:00;0:09:57:00;1;
18453;7;-1;26;113;0:09:57:00;0:09:57:00;2;
18453;7;-1;113;113;0:09:57:00;0:10:28:00;9;
18453;7;507;113;6;0:10:28:00;0:10:55:00;1;
18453;7;-1;6;4;0:10:55:00;0:10:56:00;2;
18453;7;-1;4;4;0:10:56:00;0:11:00:00;9;
18453;7;560;4;89;0:11:00:00;0:11:26:00;1;
18453;7;585;89;6;0:11:26:00;0:11:55:00;1;
18453;7;-1;6;168;0:11:55:00;0:12:07:00;3;
18453;-1;P;-1;-1;0:12:07:00;0:14:18:00;8;
18453;6;-1;168;4;0:14:18:00;0:14:30:00;4;
18453;6;875;4;15;0:14:30:00;0:15:10:00;1;
18453;6;-1;15;15;0:15:10:00;0:15:15:00;9;
18453;6;939;15;16;0:15:15:00;0:15:59:00;1;
18453;6;-1;16;25;0:15:59:00;0:16:00:00;2;
18453;6;-1;25;25;0:16:00:00;0:16:20:00;9;
18453;6;1049;25;15;0:16:20:00;0:17:05:00;1;
18453;-1;-1;15;168;0:17:05:00;0:17:10:00;7;
18453;-3;-1;168;-1;0:17:10:00;0:17:20:00;6;
